timestamp,ueAppAddress,ueAppPort,car,packet_size_to_send(B),payload_size_to_send(B),runNumber
3.261120421415,10.0.1.106,4000,car[0],52800,313,40
3.359013667771,10.0.1.106,4000,car[0],22509,313,40
3.461376587672,10.0.1.106,4000,car[0],46227,313,40
3.567992672517,10.0.1.106,4000,car[0],65527,313,40
3.659245302393,10.0.1.106,4000,car[0],8229,313,40
3.761220607438,10.0.1.106,4000,car[0],1079,313,40
3.861298097875,10.0.1.106,4000,car[0],49776,313,40
3.963608314566,10.0.1.106,4000,car[0],48517,313,40
4.061333726162,10.0.1.106,4000,car[0],53767,313,40
4.164755380533,10.0.1.106,4000,car[0],33124,313,40
4.260178373195,10.0.1.106,4000,car[0],39707,313,40
4.359170884142,10.0.1.106,4000,car[0],8548,313,40
4.461147046381,10.0.1.106,4000,car[0],45838,313,40
4.56077225756,10.0.1.106,4000,car[0],36246,313,40
4.662078215612,10.0.1.106,4000,car[0],65527,313,40
4.76109333975,10.0.1.106,4000,car[0],46328,313,40
4.86254142684,10.0.1.106,4000,car[0],65527,313,40
4.962840655515,10.0.1.106,4000,car[0],65527,313,40
5.064839288114,10.0.1.106,4000,car[0],65527,313,40
5.16334513028,10.0.1.106,4000,car[0],65527,313,40
5.265983797277,10.0.1.106,4000,car[0],46163,313,40
5.35908454203,10.0.1.106,4000,car[0],21293,313,40
5.462093333224,10.0.1.106,4000,car[0],65527,313,40
5.560392371854,10.0.1.106,4000,car[0],39415,313,40
5.65822863248,10.0.1.106,4000,car[0],8394,313,40
5.763807574065,10.0.1.106,4000,car[0],34812,313,40
5.858294159678,10.0.1.106,4000,car[0],9374,313,40
5.962496296653,10.0.1.106,4000,car[0],65527,313,40
6.064408211418,10.0.1.106,4000,car[0],65527,313,40
6.161598274158,10.0.1.106,4000,car[0],16048,313,40
6.262542020837,10.0.1.106,4000,car[0],65527,313,40
6.358792129215,10.0.1.106,4000,car[0],6711,313,40
6.458466031798,10.0.1.106,4000,car[0],13926,313,40
6.56584494684,10.0.1.106,4000,car[0],48067,313,40
6.660806848821,10.0.1.106,4000,car[0],42232,313,40
6.762410945606,10.0.1.106,4000,car[0],52903,313,40
6.858831224711,10.0.1.106,4000,car[0],8174,313,40
6.96024814871,10.0.1.106,4000,car[0],6186,313,40
7.059334650299,10.0.1.106,4000,car[0],19587,313,40
7.161301806968,10.0.1.106,4000,car[0],34014,313,40
7.263520599893,10.0.1.106,4000,car[0],65527,313,40
7.36479253733,10.0.1.106,4000,car[0],31558,313,40
7.45945074657,10.0.1.106,4000,car[0],18963,313,40
7.563003495091,10.0.1.106,4000,car[0],65527,313,40
7.658900312061,10.0.1.106,4000,car[0],1295,313,40
7.759981383142,10.0.1.106,4000,car[0],22897,313,40
