timestamp,arrivalTime,idFrame,uplink_delay,car,*Queue,runNumber,sizeOfQueue
3.2560030708,3.2560030708,1,0.002000502,car[0],(omnetpp::cQueue) empty,3,0
3.3620098244,3.3620098244,2,0.0040072556,car[0],(omnetpp::cQueue) empty,3,0
3.4620076676,3.4620076676,3,0.0040050988,car[0],(omnetpp::cQueue) empty,3,0
3.5590077188,3.5590077188,4,0.00100515,car[0],(omnetpp::cQueue) empty,3,0
3.6620078068,3.6620078068,5,0.004005238,car[0],(omnetpp::cQueue) empty,3,0
3.7620128188,3.7620128188,6,0.00401025,car[0],(omnetpp::cQueue) empty,3,0
3.8610041404,3.8610041404,7,0.0030015716,car[0],(omnetpp::cQueue) empty,3,0
3.9620128188,3.9620128188,8,0.00401025,car[0],(omnetpp::cQueue) empty,3,0
4.0770355644,4.0770355644,9,0.0130329956,car[0],(omnetpp::cQueue) empty,3,0
4.1630070324,4.1630070324,10,0.0050044636,car[0],(omnetpp::cQueue) empty,3,0
4.2580043644,4.2580043644,11,0.0000017956,car[0],(omnetpp::cQueue) empty,3,0
4.3610090188,4.3610090188,12,0.00300645,car[0],(omnetpp::cQueue) empty,3,0
4.4650054124,4.4650054124,13,0.0070028436,car[0],(omnetpp::cQueue) empty,3,0
4.565004518,4.565004518,14,0.0070019492,car[0],(omnetpp::cQueue) empty,3,0
4.6590054372,4.6590054372,15,0.0010028684,car[0],(omnetpp::cQueue) empty,3,0
4.7590068636,4.7590068636,16,0.0010042948,car[0],(omnetpp::cQueue) empty,3,0
4.8650054772,4.8650054772,17,0.0070029084,car[0],(omnetpp::cQueue) empty,3,0
4.9580041364,4.9580041364,18,0.0000015676,car[0],(omnetpp::cQueue) empty,3,0
5.0760037932,5.0760037932,19,0.0120012244,car[0],(omnetpp::cQueue) empty,3,0
5.166004178,5.166004178,20,0.0080016092,car[0],(omnetpp::cQueue) empty,3,0
5.2610056388,5.2610056388,21,0.00300307,car[0],(omnetpp::cQueue) empty,3,0
5.3590054884,5.3590054884,22,0.0010029196,car[0],(omnetpp::cQueue) empty,3,0
5.466004178,5.466004178,23,0.0080016092,car[0],(omnetpp::cQueue) empty,3,0
5.5650052412,5.5650052412,24,0.0070026724,car[0],(omnetpp::cQueue) empty,3,0
5.658005198,5.658005198,25,0.0000026292,car[0],(omnetpp::cQueue) empty,3,0
5.7580052348,5.7580052348,26,0.000002666,car[0],(omnetpp::cQueue) empty,3,0
5.8680313348,5.8680313348,27,0.010028766,car[0],(omnetpp::cQueue) empty,3,0
5.96100495,5.96100495,28,0.0030023812,car[0],(omnetpp::cQueue) empty,3,0
6.0650056116,6.0650056116,29,0.0010030428,car[0],(omnetpp::cQueue) empty,3,0
6.1580079116,6.1580079116,30,0.0000053428,car[0],(omnetpp::cQueue) empty,3,0
6.258004874,6.258004874,31,0.0000023052,car[0],(omnetpp::cQueue) empty,3,0
6.3620059532,6.3620059532,32,0.0040033844,car[0],(omnetpp::cQueue) empty,3,0
