timestamp,arrivalTime,idFrame,uplink_delay,car,*Queue,runNumber,sizeOfQueue
3.2560073764,3.2560073764,1,0.0020048076,car[0],(omnetpp::cQueue) empty,28,0
3.3650041268,3.3650041268,2,0.007001558,car[0],(omnetpp::cQueue) empty,28,0
3.4620073916,3.4620073916,3,0.0040048228,car[0],(omnetpp::cQueue) empty,28,0
3.567004178,3.567004178,4,0.0090016092,car[0],(omnetpp::cQueue) empty,28,0
3.667004178,3.667004178,5,0.0090016092,car[0],(omnetpp::cQueue) empty,28,0
3.7600048348,3.7600048348,6,0.002002266,car[0],(omnetpp::cQueue) empty,28,0
3.8610088452,3.8610088452,7,0.0030062764,car[0],(omnetpp::cQueue) empty,28,0
3.9590089652,3.9590089652,8,0.0010063964,car[0],(omnetpp::cQueue) empty,28,0
4.0590042444,4.0590042444,9,0.0010016756,car[0],(omnetpp::cQueue) empty,28,0
4.1600081764,4.1600081764,10,0.0020056076,car[0],(omnetpp::cQueue) empty,28,0
4.25800817,4.25800817,11,0.0000056012,car[0],(omnetpp::cQueue) empty,28,0
4.36300363,4.36300363,12,0.0050010612,car[0],(omnetpp::cQueue) empty,28,0
4.461001446,4.461001446,13,0.0029988772,car[0],(omnetpp::cQueue) empty,28,0
4.5660143148,4.5660143148,14,0.008011746,car[0],(omnetpp::cQueue) empty,28,0
4.6670054124,4.6670054124,15,0.0090028436,car[0],(omnetpp::cQueue) empty,28,0
4.7580055852,4.7580055852,16,0.0000030164,car[0],(omnetpp::cQueue) empty,28,0
4.85800811,4.85800811,17,0.0000055412,car[0],(omnetpp::cQueue) empty,28,0
4.961002562,4.961002562,18,0.0029999932,car[0],(omnetpp::cQueue) empty,28,0
5.0620023604,5.0620023604,19,0.0039997916,car[0],(omnetpp::cQueue) empty,28,0
5.1580078324,5.1580078324,20,0.0000052636,car[0],(omnetpp::cQueue) empty,28,0
5.267004178,5.267004178,21,0.0090016092,car[0],(omnetpp::cQueue) empty,28,0
5.361008018,5.361008018,22,0.0030054492,car[0],(omnetpp::cQueue) empty,28,0
5.4630074036,5.4630074036,23,0.0050048348,car[0],(omnetpp::cQueue) empty,28,0
5.567004178,5.567004178,24,0.0090016092,car[0],(omnetpp::cQueue) empty,28,0
5.65800723,5.65800723,25,0.0000046612,car[0],(omnetpp::cQueue) empty,28,0
5.7670029412,5.7670029412,26,0.0090003724,car[0],(omnetpp::cQueue) empty,28,0
5.8590065932,5.8590065932,27,0.0010040244,car[0],(omnetpp::cQueue) empty,28,0
5.9600044548,5.9600044548,28,0.002001886,car[0],(omnetpp::cQueue) empty,28,0
6.0580074364,6.0580074364,29,0.0000048676,car[0],(omnetpp::cQueue) empty,28,0
6.1660069676,6.1660069676,30,0.0080043988,car[0],(omnetpp::cQueue) empty,28,0
6.2630081868,6.2630081868,31,0.005005618,car[0],(omnetpp::cQueue) empty,28,0
6.367004178,6.367004178,32,0.0090016092,car[0],(omnetpp::cQueue) empty,28,0
6.467004178,6.467004178,33,0.0090016092,car[0],(omnetpp::cQueue) empty,28,0
6.5580082716,6.5580082716,34,0.0000057028,car[0],(omnetpp::cQueue) empty,28,0
6.667004178,6.667004178,35,0.0090016092,car[0],(omnetpp::cQueue) empty,28,0
6.7590078684,6.7590078684,36,0.0010052996,car[0],(omnetpp::cQueue) empty,28,0
6.8630054444,6.8630054444,37,0.0050028756,car[0],(omnetpp::cQueue) empty,28,0
6.9640008964,6.9640008964,38,0.0059983276,car[0],(omnetpp::cQueue) empty,28,0
7.062004778,7.062004778,39,0.0040022092,car[0],(omnetpp::cQueue) empty,28,0
7.167004178,7.167004178,40,0.0090016092,car[0],(omnetpp::cQueue) empty,28,0
7.2610047652,7.2610047652,41,0.0030021964,car[0],(omnetpp::cQueue) empty,28,0
7.3600048692,7.3600048692,42,0.0020023004,car[0],(omnetpp::cQueue) empty,28,0
7.4590086596,7.4590086596,43,0.0010060908,car[0],(omnetpp::cQueue) empty,28,0
7.5670025476,7.5670025476,44,0.0089999788,car[0],(omnetpp::cQueue) empty,28,0
7.6590043516,7.6590043516,45,0.0010017828,car[0],(omnetpp::cQueue) empty,28,0
7.758006438,7.758006438,46,0.0000038692,car[0],(omnetpp::cQueue) empty,28,0
7.8580067748,7.8580067748,47,0.000004206,car[0],(omnetpp::cQueue) empty,28,0
7.9590092972,7.9590092972,48,0.0010067284,car[0],(omnetpp::cQueue) empty,28,0
8.058007966,8.058007966,49,0.0000053972,car[0],(omnetpp::cQueue) empty,28,0
8.1600039084,8.1600039084,50,0.0020013396,car[0],(omnetpp::cQueue) empty,28,0
8.2610035244,8.2610035244,51,0.0030009556,car[0],(omnetpp::cQueue) empty,28,0
8.368004178,8.368004178,52,0.0100016092,car[0],(omnetpp::cQueue) empty,28,0
8.4600042196,8.4600042196,53,0.0020016508,car[0],(omnetpp::cQueue) empty,28,0
8.5580062012,8.5580062012,54,0.0000036324,car[0],(omnetpp::cQueue) empty,28,0
8.6650047412,8.6650047412,55,0.0070021724,car[0],(omnetpp::cQueue) empty,28,0
8.763008026,8.763008026,56,0.0050054572,car[0],(omnetpp::cQueue) empty,28,0
8.8600051116,8.8600051116,57,0.0020025428,car[0],(omnetpp::cQueue) empty,28,0
8.9640078644,8.9640078644,58,0.0060052956,car[0],(omnetpp::cQueue) empty,28,0
9.0830066468,9.0830066468,59,0.019004078,car[0],(omnetpp::cQueue) empty,28,0
9.1580055108,9.1580055108,60,0.000002942,car[0],(omnetpp::cQueue) empty,28,0
9.2600056932,9.2600056932,61,0.0020031244,car[0],(omnetpp::cQueue) empty,28,0
9.37401035,9.37401035,62,0.0100077812,car[0],(omnetpp::cQueue) empty,28,0
9.4590065292,9.4590065292,63,0.0010039604,car[0],(omnetpp::cQueue) empty,28,0
9.5580023868,9.5580023868,64,0.0000007764,car[0],(omnetpp::cQueue) empty,28,0
9.6610075724,9.6610075724,65,0.0030050036,car[0],(omnetpp::cQueue) empty,28,0
9.7610078596,9.7610078596,66,0.0030052908,car[0],(omnetpp::cQueue) empty,28,0
9.8700172428,9.8700172428,67,0.012014674,car[0],(omnetpp::cQueue) empty,28,0
9.95900339,9.95900339,68,0.0010008212,car[0],(omnetpp::cQueue) empty,28,0
10.061007274,10.061007274,69,0.0030047052,car[0],(omnetpp::cQueue) empty,28,0
10.1670049964,10.1670049964,70,0.0090024276,car[0],(omnetpp::cQueue) empty,28,0
10.2580027156,10.2580027156,71,0.000000886,car[0],(omnetpp::cQueue) empty,28,0
10.3600082068,10.3600082068,72,0.002005638,car[0],(omnetpp::cQueue) empty,28,0
10.4670078812,10.4670078812,73,0.0090053124,car[0],(omnetpp::cQueue) empty,28,0
10.559004818,10.559004818,74,0.0010022492,car[0],(omnetpp::cQueue) empty,28,0
10.6640050156,10.6640050156,75,0.0060024468,car[0],(omnetpp::cQueue) empty,28,0
10.761008346,10.761008346,76,0.0030057772,car[0],(omnetpp::cQueue) empty,28,0
10.8600057724,10.8600057724,77,0.0020032036,car[0],(omnetpp::cQueue) empty,28,0
10.9590080964,10.9590080964,78,0.0010055276,car[0],(omnetpp::cQueue) empty,28,0
11.0610071228,11.0610071228,79,0.003004554,car[0],(omnetpp::cQueue) empty,28,0
11.1590076556,11.1590076556,80,0.0010050868,car[0],(omnetpp::cQueue) empty,28,0
11.2670054124,11.2670054124,81,0.0090028436,car[0],(omnetpp::cQueue) empty,28,0
11.3630049836,11.3630049836,82,0.0050024148,car[0],(omnetpp::cQueue) empty,28,0
11.4610081004,11.4610081004,83,0.0030055316,car[0],(omnetpp::cQueue) empty,28,0
11.5590072004,11.5590072004,84,0.0010046316,car[0],(omnetpp::cQueue) empty,28,0
11.6670054124,11.6670054124,85,0.0090028436,car[0],(omnetpp::cQueue) empty,28,0
11.7650060556,11.7650060556,86,0.0070034868,car[0],(omnetpp::cQueue) empty,28,0
11.8610072116,11.8610072116,87,0.0030046428,car[0],(omnetpp::cQueue) empty,28,0
11.9670054124,11.9670054124,88,0.0090028436,car[0],(omnetpp::cQueue) empty,28,0
12.06300369,12.06300369,89,0.0050011212,car[0],(omnetpp::cQueue) empty,28,0
12.1600077556,12.1600077556,90,0.0020051868,car[0],(omnetpp::cQueue) empty,28,0
12.2610008844,12.2610008844,91,0.0029983156,car[0],(omnetpp::cQueue) empty,28,0
12.3600060052,12.3600060052,92,0.0020034364,car[0],(omnetpp::cQueue) empty,28,0
12.459004182,12.459004182,93,0.0010016132,car[0],(omnetpp::cQueue) empty,28,0
12.5640064548,12.5640064548,94,0.006003886,car[0],(omnetpp::cQueue) empty,28,0
12.6600086564,12.6600086564,95,0.0020060876,car[0],(omnetpp::cQueue) empty,28,0
12.7670054124,12.7670054124,96,0.0090028436,car[0],(omnetpp::cQueue) empty,28,0
12.8630028044,12.8630028044,97,0.0050002356,car[0],(omnetpp::cQueue) empty,28,0
12.9670054124,12.9670054124,98,0.0090028436,car[0],(omnetpp::cQueue) empty,28,0
13.0580022908,13.0580022908,99,0.0000007444,car[0],(omnetpp::cQueue) empty,28,0
13.162009162,13.162009162,100,0.0040065932,car[0],(omnetpp::cQueue) empty,28,0
13.2640084724,13.2640084724,101,0.0060059036,car[0],(omnetpp::cQueue) empty,28,0
13.3670054124,13.3670054124,102,0.0090028436,car[0],(omnetpp::cQueue) empty,28,0
13.458007502,13.458007502,103,0.0000049332,car[0],(omnetpp::cQueue) empty,28,0
13.5650038052,13.5650038052,104,0.0070012364,car[0],(omnetpp::cQueue) empty,28,0
13.6630079508,13.6630079508,105,0.005005382,car[0],(omnetpp::cQueue) empty,28,0
13.7580050908,13.7580050908,106,0.000002522,car[0],(omnetpp::cQueue) empty,28,0
13.8580073972,13.8580073972,107,0.0000048284,car[0],(omnetpp::cQueue) empty,28,0
