timestamp,arrivalTime,idFrame,uplink_delay,car,*Queue,runNumber,sizeOfQueue
3.2550172516,3.2550172516,1,0.0010146828,car[0],(omnetpp::cQueue) empty,15,0
3.3600106444,3.3600106444,2,0.0020080756,car[0],(omnetpp::cQueue) empty,15,0
3.4590042172,3.4590042172,3,0.0010016484,car[0],(omnetpp::cQueue) empty,15,0
3.5590155228,3.5590155228,4,0.001012954,car[0],(omnetpp::cQueue) empty,15,0
3.6610078812,3.6610078812,5,0.0030053124,car[0],(omnetpp::cQueue) empty,15,0
3.7580048308,3.7580048308,6,0.000002262,car[0],(omnetpp::cQueue) empty,15,0
3.8590167412,3.8590167412,7,0.0010141724,car[0],(omnetpp::cQueue) empty,15,0
3.9610078812,3.9610078812,8,0.0030053124,car[0],(omnetpp::cQueue) empty,15,0
4.0640174796,4.0640174796,9,0.0000149108,car[0],(omnetpp::cQueue) empty,15,0
4.16001569,4.16001569,10,0.0020131212,car[0],(omnetpp::cQueue) empty,15,0
4.2590147108,4.2590147108,11,0.001012142,car[0],(omnetpp::cQueue) empty,15,0
4.3580031044,4.3580031044,12,0.0000010156,car[0],(omnetpp::cQueue) empty,15,0
4.4580101556,4.4580101556,13,0.0000075868,car[0],(omnetpp::cQueue) empty,15,0
4.56101035,4.56101035,14,0.0030077812,car[0],(omnetpp::cQueue) empty,15,0
4.66101035,4.66101035,15,0.0030077812,car[0],(omnetpp::cQueue) empty,15,0
4.7580036396,4.7580036396,16,0.000001194,car[0],(omnetpp::cQueue) empty,15,0
4.86101035,4.86101035,17,0.0030077812,car[0],(omnetpp::cQueue) empty,15,0
4.9580025788,4.9580025788,18,0.0000008404,car[0],(omnetpp::cQueue) empty,15,0
5.0660251628,5.0660251628,19,0.002022594,car[0],(omnetpp::cQueue) empty,15,0
5.1590071044,5.1590071044,20,0.0010045356,car[0],(omnetpp::cQueue) empty,15,0
5.260010694,5.260010694,21,0.0020081252,car[0],(omnetpp::cQueue) empty,15,0
5.3610066468,5.3610066468,22,0.003004078,car[0],(omnetpp::cQueue) empty,15,0
5.461005678,5.461005678,23,0.0030031092,car[0],(omnetpp::cQueue) empty,15,0
5.5590081764,5.5590081764,24,0.0010056076,car[0],(omnetpp::cQueue) empty,15,0
5.6590152852,5.6590152852,25,0.0010127164,car[0],(omnetpp::cQueue) empty,15,0
5.7580086756,5.7580086756,26,0.0000061068,car[0],(omnetpp::cQueue) empty,15,0
5.8580049044,5.8580049044,27,0.0000023356,car[0],(omnetpp::cQueue) empty,15,0
5.9590123908,5.9590123908,28,0.001009822,car[0],(omnetpp::cQueue) empty,15,0
6.0640073964,6.0640073964,29,0.0000048276,car[0],(omnetpp::cQueue) empty,15,0
6.1720362724,6.1720362724,30,0.0080337036,car[0],(omnetpp::cQueue) empty,15,0
6.2580045972,6.2580045972,31,0.0000020284,car[0],(omnetpp::cQueue) empty,15,0
6.3650461476,6.3650461476,32,0.0070435788,car[0],(omnetpp::cQueue) empty,15,0
6.4700216668,6.4700216668,33,0.000019098,car[0],(omnetpp::cQueue) empty,15,0
6.5590099644,6.5590099644,34,0.0010073956,car[0],(omnetpp::cQueue) empty,15,0
6.6590066892,6.6590066892,35,0.0010041204,car[0],(omnetpp::cQueue) empty,15,0
6.7580110668,6.7580110668,36,0.000008498,car[0],(omnetpp::cQueue) empty,15,0
6.8700448884,6.8700448884,37,0.0000423196,car[0],(omnetpp::cQueue) empty,15,0
6.9590103172,6.9590103172,38,0.0010077484,car[0],(omnetpp::cQueue) empty,15,0
7.0590118172,7.0590118172,39,0.0010092484,car[0],(omnetpp::cQueue) empty,15,0
7.1600193124,7.1600193124,40,0.0020167436,car[0],(omnetpp::cQueue) empty,15,0
7.2580092676,7.2580092676,41,0.0000066988,car[0],(omnetpp::cQueue) empty,15,0
7.3590087884,7.3590087884,42,0.0010062196,car[0],(omnetpp::cQueue) empty,15,0
7.459005142,7.459005142,43,0.0010025732,car[0],(omnetpp::cQueue) empty,15,0
7.5610054124,7.5610054124,44,0.0030028436,car[0],(omnetpp::cQueue) empty,15,0
7.6580055468,7.6580055468,45,0.000002978,car[0],(omnetpp::cQueue) empty,15,0
7.759005994,7.759005994,46,0.0010034252,car[0],(omnetpp::cQueue) empty,15,0
7.859006078,7.859006078,47,0.0010035092,car[0],(omnetpp::cQueue) empty,15,0
7.958002334,7.958002334,48,0.0000007588,car[0],(omnetpp::cQueue) empty,15,0
8.0710241588,8.0710241588,49,0.00702159,car[0],(omnetpp::cQueue) empty,15,0
8.1590131692,8.1590131692,50,0.0010106004,car[0],(omnetpp::cQueue) empty,15,0
8.2580056428,8.2580056428,51,0.000003074,car[0],(omnetpp::cQueue) empty,15,0
8.36000831,8.36000831,52,0.0020057412,car[0],(omnetpp::cQueue) empty,15,0
8.4600040172,8.4600040172,53,0.0020014484,car[0],(omnetpp::cQueue) empty,15,0
8.5640305084,8.5640305084,54,0.0000279396,car[0],(omnetpp::cQueue) empty,15,0
8.6580007332,8.6580007332,55,0.0000002252,car[0],(omnetpp::cQueue) empty,15,0
8.7600154996,8.7600154996,56,0.0020129308,car[0],(omnetpp::cQueue) empty,15,0
8.8600059636,8.8600059636,57,0.0020033948,car[0],(omnetpp::cQueue) empty,15,0
8.9610152876,8.9610152876,58,0.0030127188,car[0],(omnetpp::cQueue) empty,15,0
9.0730263972,9.0730263972,59,0.0090238284,car[0],(omnetpp::cQueue) empty,15,0
9.158011826,9.158011826,60,0.0000092572,car[0],(omnetpp::cQueue) empty,15,0
9.2580093708,9.2580093708,61,0.000006802,car[0],(omnetpp::cQueue) empty,15,0
9.361006062,9.361006062,62,0.0030034932,car[0],(omnetpp::cQueue) empty,15,0
9.4580079668,9.4580079668,63,0.000005398,car[0],(omnetpp::cQueue) empty,15,0
9.5670214884,9.5670214884,64,0.0090189196,car[0],(omnetpp::cQueue) empty,15,0
9.658005278,9.658005278,65,0.0000027092,car[0],(omnetpp::cQueue) empty,15,0
9.759008154,9.759008154,66,0.0010055852,car[0],(omnetpp::cQueue) empty,15,0
9.8640185604,9.8640185604,67,0.0000159916,car[0],(omnetpp::cQueue) empty,15,0
9.9650283652,9.9650283652,68,0.0070257964,car[0],(omnetpp::cQueue) empty,15,0
10.07001587,10.07001587,69,0.0000133012,car[0],(omnetpp::cQueue) empty,15,0
10.1640463628,10.1640463628,70,0.000043794,car[0],(omnetpp::cQueue) empty,15,0
10.2580087988,10.2580087988,71,0.00000623,car[0],(omnetpp::cQueue) empty,15,0
10.3700140532,10.3700140532,72,0.0120114844,car[0],(omnetpp::cQueue) empty,15,0
10.4690141836,10.4690141836,73,0.0050116148,car[0],(omnetpp::cQueue) empty,15,0
10.5660066468,10.5660066468,74,0.008004078,car[0],(omnetpp::cQueue) empty,15,0
10.6690214596,10.6690214596,75,0.0050188908,car[0],(omnetpp::cQueue) empty,15,0
10.7580082588,10.7580082588,76,0.00000569,car[0],(omnetpp::cQueue) empty,15,0
10.8580062204,10.8580062204,77,0.0000036516,car[0],(omnetpp::cQueue) empty,15,0
10.9580046476,10.9580046476,78,0.0000020788,car[0],(omnetpp::cQueue) empty,15,0
11.0690066468,11.0690066468,79,0.005004078,car[0],(omnetpp::cQueue) empty,15,0
11.1650190028,11.1650190028,80,0.007016434,car[0],(omnetpp::cQueue) empty,15,0
11.2630091156,11.2630091156,81,0.0050065468,car[0],(omnetpp::cQueue) empty,15,0
11.3580043524,11.3580043524,82,0.0000017836,car[0],(omnetpp::cQueue) empty,15,0
11.458004062,11.458004062,83,0.0000014932,car[0],(omnetpp::cQueue) empty,15,0
11.5700572572,11.5700572572,84,0.0000546884,car[0],(omnetpp::cQueue) empty,15,0
