timestamp,ueAppAddress,ueAppPort,car,packet_size_to_send(B),payload_size_to_send(B),runNumber
3.259755517003,10.0.1.106,4000,car[0],21186,313,32
3.362116544619,10.0.1.106,4000,car[0],27826,313,32
3.464922240379,10.0.1.106,4000,car[0],33344,313,32
3.564281527047,10.0.1.106,4000,car[0],20291,313,32
3.658595755251,10.0.1.106,4000,car[0],5462,313,32
3.761486271348,10.0.1.106,4000,car[0],24183,313,32
3.860120110427,10.0.1.106,4000,car[0],5854,313,32
3.973136668448,10.0.1.106,4000,car[0],65527,313,32
4.0683213783,10.0.1.106,4000,car[0],10980,313,32
4.17676305441,10.0.1.106,4000,car[0],37386,313,32
4.263658990265,10.0.1.106,4000,car[0],1694,313,32
4.365013352403,10.0.1.106,4000,car[0],12350,313,32
4.474421236047,10.0.1.106,4000,car[0],45240,313,32
4.572750074956,10.0.1.106,4000,car[0],41305,313,32
4.660184898563,10.0.1.106,4000,car[0],11548,313,32
4.773165811236,10.0.1.106,4000,car[0],65527,313,32
4.879171439492,10.0.1.106,4000,car[0],36384,313,32
4.960757396679,10.0.1.106,4000,car[0],7316,313,32
5.072961121226,10.0.1.106,4000,car[0],32510,313,32
5.16174045365,10.0.1.106,4000,car[0],10165,313,32
5.260781853406,10.0.1.106,4000,car[0],7225,313,32
5.361812533154,10.0.1.106,4000,car[0],4049,313,32
5.464549410395,10.0.1.106,4000,car[0],31456,313,32
5.568468717843,10.0.1.106,4000,car[0],43557,313,32
5.658023243043,10.0.1.106,4000,car[0],318,313,32
5.769425869201,10.0.1.106,4000,car[0],65527,313,32
5.861779669778,10.0.1.106,4000,car[0],29954,313,32
5.971735326444,10.0.1.106,4000,car[0],55465,313,32
6.073117731945,10.0.1.106,4000,car[0],11528,313,32
6.160420691736,10.0.1.106,4000,car[0],8651,313,32
6.262446143003,10.0.1.106,4000,car[0],18870,313,32
6.364344942437,10.0.1.106,4000,car[0],30044,313,32
6.461165343687,10.0.1.106,4000,car[0],32837,313,32
6.563189030525,10.0.1.106,4000,car[0],45702,313,32
6.673369652128,10.0.1.106,4000,car[0],58746,313,32
6.761277636575,10.0.1.106,4000,car[0],24082,313,32
6.863915107502,10.0.1.106,4000,car[0],432,313,32
6.975964449816,10.0.1.106,4000,car[0],30024,313,32
7.064636629248,10.0.1.106,4000,car[0],3760,313,32
7.176099991031,10.0.1.106,4000,car[0],24034,313,32
7.273084252812,10.0.1.106,4000,car[0],65527,313,32
7.359507268548,10.0.1.106,4000,car[0],7527,313,32
7.473717576799,10.0.1.106,4000,car[0],65527,313,32
7.5746671095,10.0.1.106,4000,car[0],65527,313,32
7.6533888906,10.0.1.106,4000,car[0],28,313,32
7.775951739561,10.0.1.106,4000,car[0],58114,313,32
7.871114586338,10.0.1.106,4000,car[0],17813,313,32
7.97344818933,10.0.1.106,4000,car[0],65527,313,32
8.066498136078,10.0.1.106,4000,car[0],13435,313,32
8.171267731083,10.0.1.106,4000,car[0],42038,313,32
8.260423297378,10.0.1.106,4000,car[0],26518,313,32
8.36927430868,10.0.1.106,4000,car[0],65527,313,32
8.470008240275,10.0.1.106,4000,car[0],51977,313,32
8.565357854509,10.0.1.106,4000,car[0],26925,313,32
8.668768949115,10.0.1.106,4000,car[0],43186,313,32
8.758472835217,10.0.1.106,4000,car[0],2482,313,32
8.862971656337,10.0.1.106,4000,car[0],19065,313,32
8.978018518916,10.0.1.106,4000,car[0],65527,313,32
9.078111825087,10.0.1.106,4000,car[0],45729,313,32
9.17192326238,10.0.1.106,4000,car[0],65527,313,32
9.259009237144,10.0.1.106,4000,car[0],12704,313,32
9.366597105733,10.0.1.106,4000,car[0],46114,313,32
9.462961736897,10.0.1.106,4000,car[0],22148,313,32
9.561404705885,10.0.1.106,4000,car[0],11153,313,32
9.667872760655,10.0.1.106,4000,car[0],65527,313,32
9.760347965864,10.0.1.106,4000,car[0],13416,313,32
9.86606040166,10.0.1.106,4000,car[0],65527,313,32
9.961307988709,10.0.1.106,4000,car[0],30172,313,32
10.077010513924,10.0.1.106,4000,car[0],18003,313,32
10.165866228184,10.0.1.106,4000,car[0],35191,313,32
10.269766360859,10.0.1.106,4000,car[0],65527,313,32
10.360648028469,10.0.1.106,4000,car[0],681,313,32
10.46179565329,10.0.1.106,4000,car[0],23300,313,32
