timestamp,ueAppAddress,ueAppPort,car,packet_size_to_send(B),payload_size_to_send(B),runNumber
3.256699320594,10.0.1.106,4000,car[0],26229,313,30
3.363425292513,10.0.1.106,4000,car[0],65527,313,30
3.458119145685,10.0.1.106,4000,car[0],3226,313,30
3.559640582814,10.0.1.106,4000,car[0],24911,313,30
3.662316097573,10.0.1.106,4000,car[0],65527,313,30
3.762031325459,10.0.1.106,4000,car[0],32815,313,30
3.859955018487,10.0.1.106,4000,car[0],13357,313,30
3.963675733042,10.0.1.106,4000,car[0],65527,313,30
4.063747025045,10.0.1.106,4000,car[0],53070,313,30
4.167227343743,10.0.1.106,4000,car[0],65527,313,30
4.260395979415,10.0.1.106,4000,car[0],13313,313,30
4.361322366294,10.0.1.106,4000,car[0],6962,313,30
4.466484584049,10.0.1.106,4000,car[0],53716,313,30
4.56075927013,10.0.1.106,4000,car[0],10435,313,30
4.660952436688,10.0.1.106,4000,car[0],23063,313,30
4.764732194878,10.0.1.106,4000,car[0],27397,313,30
4.860657392824,10.0.1.106,4000,car[0],29586,313,30
4.96557983886,10.0.1.106,4000,car[0],64722,313,30
5.072957433916,10.0.1.106,4000,car[0],65527,313,30
5.175076566537,10.0.1.106,4000,car[0],65527,313,30
5.273216225048,10.0.1.106,4000,car[0],65527,313,30
5.360294282718,10.0.1.106,4000,car[0],13272,313,30
5.458668157984,10.0.1.106,4000,car[0],12050,313,30
5.566247330485,10.0.1.106,4000,car[0],65527,313,30
5.664066326443,10.0.1.106,4000,car[0],65527,313,30
5.760448448929,10.0.1.106,4000,car[0],33468,313,30
5.864381342875,10.0.1.106,4000,car[0],36222,313,30
5.966190335073,10.0.1.106,4000,car[0],65527,313,30
6.060690555633,10.0.1.106,4000,car[0],23444,313,30
6.160064586752,10.0.1.106,4000,car[0],765,313,30
6.265469444083,10.0.1.106,4000,car[0],65527,313,30
6.358121639299,10.0.1.106,4000,car[0],1740,313,30
6.464958522995,10.0.1.106,4000,car[0],65527,313,30
6.563394770864,10.0.1.106,4000,car[0],7413,313,30
6.662065593358,10.0.1.106,4000,car[0],893,313,30
6.762379247311,10.0.1.106,4000,car[0],42211,313,30
6.865743286416,10.0.1.106,4000,car[0],30356,313,30
6.958288240117,10.0.1.106,4000,car[0],12866,313,30
7.066210179826,10.0.1.106,4000,car[0],5591,313,30
7.158421610357,10.0.1.106,4000,car[0],5299,313,30
7.259661351403,10.0.1.106,4000,car[0],20196,313,30
7.369947013962,10.0.1.106,4000,car[0],65527,313,30
7.459057207148,10.0.1.106,4000,car[0],20354,313,30
7.559734308182,10.0.1.106,4000,car[0],12342,313,30
7.665083253853,10.0.1.106,4000,car[0],65527,313,30
7.769826591203,10.0.1.106,4000,car[0],65497,313,30
7.860435061393,10.0.1.106,4000,car[0],34068,313,30
7.963557333927,10.0.1.106,4000,car[0],38765,313,30
8.062733736765,10.0.1.106,4000,car[0],28657,313,30
8.162809552094,10.0.1.106,4000,car[0],65527,313,30
8.264177414556,10.0.1.106,4000,car[0],8242,313,30
8.360975437715,10.0.1.106,4000,car[0],1464,313,30
8.462017802249,10.0.1.106,4000,car[0],16112,313,30
8.563131902211,10.0.1.106,4000,car[0],65527,313,30
8.664799957723,10.0.1.106,4000,car[0],35425,313,30
8.761101740788,10.0.1.106,4000,car[0],38247,313,30
8.863618910828,10.0.1.106,4000,car[0],65527,313,30
8.962817366009,10.0.1.106,4000,car[0],64804,313,30
9.070708477655,10.0.1.106,4000,car[0],5998,313,30
9.1611692605,10.0.1.106,4000,car[0],15601,313,30
