timestamp,ueAppAddress,ueAppPort,car,packet_size_to_send(B),payload_size_to_send(B),runNumber
3.258766449354,10.0.1.106,4000,car[0],42667,313,41
3.368080021495,10.0.1.106,4000,car[0],65527,313,41
3.46501765887,10.0.1.106,4000,car[0],58419,313,41
3.565921967542,10.0.1.106,4000,car[0],65527,313,41
3.659373483112,10.0.1.106,4000,car[0],15715,313,41
3.762290462828,10.0.1.106,4000,car[0],24609,313,41
3.865818562001,10.0.1.106,4000,car[0],65527,313,41
3.959149388613,10.0.1.106,4000,car[0],2200,313,41
4.064818357268,10.0.1.106,4000,car[0],599,313,41
4.169264394485,10.0.1.106,4000,car[0],65527,313,41
4.262366929421,10.0.1.106,4000,car[0],27624,313,41
4.367299484591,10.0.1.106,4000,car[0],32289,313,41
4.459481360438,10.0.1.106,4000,car[0],10154,313,41
4.570104387616,10.0.1.106,4000,car[0],63179,313,41
4.66912167764,10.0.1.106,4000,car[0],65527,313,41
4.768131665064,10.0.1.106,4000,car[0],47288,313,41
4.864020253278,10.0.1.106,4000,car[0],41852,313,41
4.959581752995,10.0.1.106,4000,car[0],7400,313,41
5.085313297584,10.0.1.106,4000,car[0],65527,313,41
5.175252651135,10.0.1.106,4000,car[0],60008,313,41
5.277698397834,10.0.1.106,4000,car[0],48678,313,41
5.365402785947,10.0.1.106,4000,car[0],43813,313,41
5.47407993818,10.0.1.106,4000,car[0],63655,313,41
5.568240633796,10.0.1.106,4000,car[0],26347,313,41
5.667878932941,10.0.1.106,4000,car[0],31592,313,41
5.774534625782,10.0.1.106,4000,car[0],31542,313,41
5.873568979197,10.0.1.106,4000,car[0],41907,313,41
5.968095187103,10.0.1.106,4000,car[0],24620,313,41
6.085047260562,10.0.1.106,4000,car[0],65527,313,41
6.171990342939,10.0.1.106,4000,car[0],65527,313,41
6.25802954554,10.0.1.106,4000,car[0],3479,313,41
6.363958968328,10.0.1.106,4000,car[0],31000,313,41
6.460564158063,10.0.1.106,4000,car[0],15064,313,41
6.5671699537,10.0.1.106,4000,car[0],36374,313,41
6.68036825268,10.0.1.106,4000,car[0],56249,313,41
6.774833607333,10.0.1.106,4000,car[0],63124,313,41
6.874457327677,10.0.1.106,4000,car[0],65527,313,41
6.967277901328,10.0.1.106,4000,car[0],6298,313,41
7.080654224158,10.0.1.106,4000,car[0],18324,313,41
7.164309240169,10.0.1.106,4000,car[0],38348,313,41
7.266283665236,10.0.1.106,4000,car[0],24015,313,41
7.358155243125,10.0.1.106,4000,car[0],1257,313,41
7.462345267747,10.0.1.106,4000,car[0],11387,313,41
7.561784015398,10.0.1.106,4000,car[0],20197,313,41
7.658162599086,10.0.1.106,4000,car[0],5761,313,41
7.770292986352,10.0.1.106,4000,car[0],14783,313,41
7.8651877376,10.0.1.106,4000,car[0],65527,313,41
7.960771633846,10.0.1.106,4000,car[0],9551,313,41
8.075775423945,10.0.1.106,4000,car[0],58896,313,41
8.182066013908,10.0.1.106,4000,car[0],65527,313,41
8.258673816813,10.0.1.106,4000,car[0],8889,313,41
8.358409234772,10.0.1.106,4000,car[0],3189,313,41
8.459250765852,10.0.1.106,4000,car[0],12665,313,41
8.56128216599,10.0.1.106,4000,car[0],38292,313,41
8.658026278104,10.0.1.106,4000,car[0],2682,313,41
8.758237891373,10.0.1.106,4000,car[0],7876,313,41
8.865182450907,10.0.1.106,4000,car[0],12795,313,41
8.964584150065,10.0.1.106,4000,car[0],65527,313,41
9.062613935615,10.0.1.106,4000,car[0],65527,313,41
9.158207606809,10.0.1.106,4000,car[0],2203,313,41
9.270438279309,10.0.1.106,4000,car[0],65527,313,41
9.358259975093,10.0.1.106,4000,car[0],13191,313,41
9.458780378375,10.0.1.106,4000,car[0],10995,313,41
9.562176812434,10.0.1.106,4000,car[0],65527,313,41
9.659001385472,10.0.1.106,4000,car[0],9712,313,41
9.759240101119,10.0.1.106,4000,car[0],5127,313,41
9.860709535711,10.0.1.106,4000,car[0],24541,313,41
9.959011069919,10.0.1.106,4000,car[0],17605,313,41
10.071579585956,10.0.1.106,4000,car[0],5232,313,41
10.159202529349,10.0.1.106,4000,car[0],9934,313,41
10.269620953569,10.0.1.106,4000,car[0],13799,313,41
10.360135906649,10.0.1.106,4000,car[0],29182,313,41
10.465078925316,10.0.1.106,4000,car[0],24046,313,41
10.561293019154,10.0.1.106,4000,car[0],935,313,41
10.659689115253,10.0.1.106,4000,car[0],16882,313,41
10.766289518894,10.0.1.106,4000,car[0],65527,313,41
10.864804665703,10.0.1.106,4000,car[0],58468,313,41
10.965063800712,10.0.1.106,4000,car[0],65527,313,41
11.082939687881,10.0.1.106,4000,car[0],65527,313,41
11.166970055008,10.0.1.106,4000,car[0],30544,313,41
11.259164330415,10.0.1.106,4000,car[0],13293,313,41
11.364890061253,10.0.1.106,4000,car[0],41910,313,41
11.461573698066,10.0.1.106,4000,car[0],25220,313,41
11.561306936088,10.0.1.106,4000,car[0],22747,313,41
11.659553585005,10.0.1.106,4000,car[0],14220,313,41
11.765772978353,10.0.1.106,4000,car[0],65527,313,41
11.860964872535,10.0.1.106,4000,car[0],11381,313,41
11.964128519254,10.0.1.106,4000,car[0],32779,313,41
12.07676880954,10.0.1.106,4000,car[0],65527,313,41
12.161044896483,10.0.1.106,4000,car[0],13410,313,41
12.2593757131,10.0.1.106,4000,car[0],8567,313,41
12.360682101948,10.0.1.106,4000,car[0],2438,313,41
