timestamp,arrivalTime,idFrame,uplink_delay,car,*Queue,runNumber,sizeOfQueue
3.2630080476,3.2630080476,1,0.0090054788,car[0],(omnetpp::cQueue) empty,2,0
3.369002982,3.369002982,2,0.0050004132,car[0],(omnetpp::cQueue) empty,2,0
3.4710140516,3.4710140516,3,0.0130114828,car[0],(omnetpp::cQueue) empty,2,0
3.5580046644,3.5580046644,4,0.0000020956,car[0],(omnetpp::cQueue) empty,2,0
3.6640196668,3.6640196668,5,0.000017098,car[0],(omnetpp::cQueue) empty,2,0
3.7700117636,3.7700117636,6,0.0000091948,car[0],(omnetpp::cQueue) empty,2,0
3.867011762,3.867011762,7,0.0090091932,car[0],(omnetpp::cQueue) empty,2,0
3.9650055692,3.9650055692,8,0.0070030004,car[0],(omnetpp::cQueue) empty,2,0
4.064003894,4.064003894,9,0.0000013252,car[0],(omnetpp::cQueue) empty,2,0
4.1730012684,4.1730012684,10,0.0149986996,car[0],(omnetpp::cQueue) empty,2,0
4.269005478,4.269005478,11,0.0110029092,car[0],(omnetpp::cQueue) empty,2,0
4.3790251628,4.3790251628,12,0.021022594,car[0],(omnetpp::cQueue) empty,2,0
4.46700539,4.46700539,13,0.0090028212,car[0],(omnetpp::cQueue) empty,2,0
4.5620046884,4.5620046884,14,0.0040021196,car[0],(omnetpp::cQueue) empty,2,0
4.6620070084,4.6620070084,15,0.0040044396,car[0],(omnetpp::cQueue) empty,2,0
4.766006682,4.766006682,16,0.0080041132,car[0],(omnetpp::cQueue) empty,2,0
4.8750012684,4.8750012684,17,0.0169986996,car[0],(omnetpp::cQueue) empty,2,0
4.9770140532,4.9770140532,18,0.0190114844,car[0],(omnetpp::cQueue) empty,2,0
5.0670045148,5.0670045148,19,0.003001946,car[0],(omnetpp::cQueue) empty,2,0
5.1630019188,5.1630019188,20,0.00499935,car[0],(omnetpp::cQueue) empty,2,0
5.2610041684,5.2610041684,21,0.0030015996,car[0],(omnetpp::cQueue) empty,2,0
5.3590041468,5.3590041468,22,0.001001578,car[0],(omnetpp::cQueue) empty,2,0
5.4610042084,5.4610042084,23,0.0030016396,car[0],(omnetpp::cQueue) empty,2,0
5.565004642,5.565004642,24,0.0070020732,car[0],(omnetpp::cQueue) empty,2,0
5.6770057724,5.6770057724,25,0.0190032036,car[0],(omnetpp::cQueue) empty,2,0
5.7650113508,5.7650113508,26,0.007008782,car[0],(omnetpp::cQueue) empty,2,0
5.87900407,5.87900407,27,0.0210015012,car[0],(omnetpp::cQueue) empty,2,0
5.9650048564,5.9650048564,28,0.0070022876,car[0],(omnetpp::cQueue) empty,2,0
6.066006446,6.066006446,29,0.0020038772,car[0],(omnetpp::cQueue) empty,2,0
6.1680047644,6.1680047644,30,0.0100021956,car[0],(omnetpp::cQueue) empty,2,0
6.2610042132,6.2610042132,31,0.0030016444,car[0],(omnetpp::cQueue) empty,2,0
6.376004178,6.376004178,32,0.0180016092,car[0],(omnetpp::cQueue) empty,2,0
6.462004902,6.462004902,33,0.0040023332,car[0],(omnetpp::cQueue) empty,2,0
6.5620055836,6.5620055836,34,0.0040030148,car[0],(omnetpp::cQueue) empty,2,0
6.676004178,6.676004178,35,0.0180016092,car[0],(omnetpp::cQueue) empty,2,0
6.7580048636,6.7580048636,36,0.0000022948,car[0],(omnetpp::cQueue) empty,2,0
6.876004178,6.876004178,37,0.0180016092,car[0],(omnetpp::cQueue) empty,2,0
6.959004158,6.959004158,38,0.0010015892,car[0],(omnetpp::cQueue) empty,2,0
7.070005714,7.070005714,39,0.0000031452,car[0],(omnetpp::cQueue) empty,2,0
7.165004094,7.165004094,40,0.0070015252,car[0],(omnetpp::cQueue) empty,2,0
7.2650066404,7.2650066404,41,0.0070040716,car[0],(omnetpp::cQueue) empty,2,0
7.365006506,7.365006506,42,0.0070039372,car[0],(omnetpp::cQueue) empty,2,0
7.4620055508,7.4620055508,43,0.004002982,car[0],(omnetpp::cQueue) empty,2,0
7.5710066468,7.5710066468,44,0.013004078,car[0],(omnetpp::cQueue) empty,2,0
7.6660037692,7.6660037692,45,0.0080012004,car[0],(omnetpp::cQueue) empty,2,0
7.7590021732,7.7590021732,46,0.0009996044,car[0],(omnetpp::cQueue) empty,2,0
7.8710066468,7.8710066468,47,0.013004078,car[0],(omnetpp::cQueue) empty,2,0
7.9600052492,7.9600052492,48,0.0020026804,car[0],(omnetpp::cQueue) empty,2,0
8.065006454,8.065006454,49,0.0010038852,car[0],(omnetpp::cQueue) empty,2,0
8.1600063308,8.1600063308,50,0.002003762,car[0],(omnetpp::cQueue) empty,2,0
8.2580009516,8.2580009516,51,0.000000298,car[0],(omnetpp::cQueue) empty,2,0
8.360003882,8.360003882,52,0.0020013132,car[0],(omnetpp::cQueue) empty,2,0
8.4680078948,8.4680078948,53,0.010005326,car[0],(omnetpp::cQueue) empty,2,0
8.5700066468,8.5700066468,54,0.012004078,car[0],(omnetpp::cQueue) empty,2,0
8.66400541,8.66400541,55,0.0060028412,car[0],(omnetpp::cQueue) empty,2,0
8.7620043036,8.7620043036,56,0.0040017348,car[0],(omnetpp::cQueue) empty,2,0
8.8700208436,8.8700208436,57,0.0000182748,car[0],(omnetpp::cQueue) empty,2,0
8.9690066468,8.9690066468,58,0.011004078,car[0],(omnetpp::cQueue) empty,2,0
9.070004282,9.070004282,59,0.0000017132,car[0],(omnetpp::cQueue) empty,2,0
9.1600042796,9.1600042796,60,0.0020017108,car[0],(omnetpp::cQueue) empty,2,0
9.2640048828,9.2640048828,61,0.006002314,car[0],(omnetpp::cQueue) empty,2,0
9.36900917,9.36900917,62,0.0050066012,car[0],(omnetpp::cQueue) empty,2,0
9.4700070276,9.4700070276,63,0.0120044588,car[0],(omnetpp::cQueue) empty,2,0
9.569014902,9.569014902,64,0.0110123332,car[0],(omnetpp::cQueue) empty,2,0
9.6640041044,9.6640041044,65,0.0060015356,car[0],(omnetpp::cQueue) empty,2,0
9.7770042028,9.7770042028,66,0.019001634,car[0],(omnetpp::cQueue) empty,2,0
9.881004178,9.881004178,67,0.0230016092,car[0],(omnetpp::cQueue) empty,2,0
9.9600005532,9.9600005532,68,0.0019979844,car[0],(omnetpp::cQueue) empty,2,0
10.08101035,10.08101035,69,0.0170077812,car[0],(omnetpp::cQueue) empty,2,0
10.1740054124,10.1740054124,70,0.0160028436,car[0],(omnetpp::cQueue) empty,2,0
10.2630063308,10.2630063308,71,0.005003762,car[0],(omnetpp::cQueue) empty,2,0
10.3750081644,10.3750081644,72,0.0170055956,car[0],(omnetpp::cQueue) empty,2,0
10.4660045428,10.4660045428,73,0.008001974,car[0],(omnetpp::cQueue) empty,2,0
10.5740135588,10.5740135588,74,0.01601099,car[0],(omnetpp::cQueue) empty,2,0
10.6580049644,10.6580049644,75,0.0000023956,car[0],(omnetpp::cQueue) empty,2,0
10.7580027516,10.7580027516,76,0.000000898,car[0],(omnetpp::cQueue) empty,2,0
10.8720054124,10.8720054124,77,0.0080028436,car[0],(omnetpp::cQueue) empty,2,0
10.960006706,10.960006706,78,0.0020041372,car[0],(omnetpp::cQueue) empty,2,0
