timestamp,sinr,usedRB,sumSinr,runNumber
3.002,32.2393,150,4835.89,24
3.002,55.267,150,8290.05,24
3.042,32.2393,150,4835.89,24
3.042,55.267,150,8290.05,24
3.082,32.2393,150,4835.89,24
3.082,55.267,150,8290.05,24
3.122,32.2393,150,4835.89,24
3.122,55.267,150,8290.05,24
3.162,32.2393,150,4835.89,24
3.162,55.267,150,8290.05,24
3.202,32.2393,150,4835.89,24
3.202,55.267,150,8290.05,24
3.242,32.2393,150,4835.89,24
3.242,55.267,150,8290.05,24
3.282,32.2393,150,4835.89,24
3.282,55.267,150,8290.05,24
3.322,32.2393,150,4835.89,24
3.322,55.267,150,8290.05,24
3.362,32.2393,150,4835.89,24
3.362,55.267,150,8290.05,24
3.402,32.2393,150,4835.89,24
3.402,55.267,150,8290.05,24
3.442,32.2393,150,4835.89,24
3.442,55.267,150,8290.05,24
3.482,32.2393,150,4835.89,24
3.482,55.267,150,8290.05,24
3.522,32.2393,150,4835.89,24
3.522,55.267,150,8290.05,24
3.562,32.2393,150,4835.89,24
3.562,55.267,150,8290.05,24
3.602,32.2393,150,4835.89,24
3.602,55.267,150,8290.05,24
3.642,32.2393,150,4835.89,24
3.642,55.267,150,8290.05,24
3.682,32.2393,150,4835.89,24
3.682,55.267,150,8290.05,24
3.722,32.2393,150,4835.89,24
3.722,55.267,150,8290.05,24
3.762,32.2393,150,4835.89,24
3.762,55.267,150,8290.05,24
3.802,32.2393,150,4835.89,24
3.802,55.267,150,8290.05,24
3.842,32.2393,150,4835.89,24
3.842,55.267,150,8290.05,24
3.882,32.2393,150,4835.89,24
3.882,55.267,150,8290.05,24
3.922,32.2393,150,4835.89,24
3.922,55.267,150,8290.05,24
3.962,32.2393,150,4835.89,24
3.962,55.267,150,8290.05,24
4.002,28.5652,150,4284.78,24
4.002,42.0736,150,6311.04,24
4.042,29.6675,150,4450.12,24
4.042,43.0589,150,6458.84,24
4.082,29.2957,150,4394.35,24
4.082,43.0589,150,6458.84,24
4.122,29.2957,150,4394.35,24
4.122,43.0589,150,6458.84,24
4.162,29.2957,150,4394.35,24
4.162,43.0589,150,6458.84,24
4.202,29.2957,150,4394.35,24
4.202,43.0589,150,6458.84,24
4.242,29.2957,150,4394.35,24
4.242,43.0589,150,6458.84,24
4.282,29.2957,150,4394.35,24
4.282,43.0589,150,6458.84,24
4.322,29.2957,150,4394.35,24
4.322,43.0589,150,6458.84,24
4.362,29.2957,150,4394.35,24
4.362,43.0589,150,6458.84,24
4.402,29.2957,150,4394.35,24
4.402,43.0589,150,6458.84,24
4.442,29.2957,150,4394.35,24
4.442,43.0589,150,6458.84,24
4.482,29.2957,150,4394.35,24
4.482,43.0589,150,6458.84,24
4.522,29.2957,150,4394.35,24
4.522,43.0589,150,6458.84,24
4.562,29.2957,150,4394.35,24
4.562,43.0589,150,6458.84,24
4.602,29.2957,150,4394.35,24
4.602,43.0589,150,6458.84,24
4.642,29.2957,150,4394.35,24
4.642,43.0589,150,6458.84,24
4.682,29.2957,150,4394.35,24
4.682,43.0589,150,6458.84,24
4.722,29.2957,150,4394.35,24
4.722,43.0589,150,6458.84,24
4.762,29.2957,150,4394.35,24
4.762,43.0589,150,6458.84,24
4.802,29.2957,150,4394.35,24
4.802,43.0589,150,6458.84,24
4.842,29.2957,150,4394.35,24
4.842,43.0589,150,6458.84,24
4.882,29.2957,150,4394.35,24
4.882,43.0589,150,6458.84,24
4.922,29.2957,150,4394.35,24
4.922,43.0589,150,6458.84,24
4.962,29.2957,150,4394.35,24
4.962,43.0589,150,6458.84,24
5.002,28.1216,150,4218.24,24
5.002,47.2412,150,7086.17,24
5.042,28.7468,150,4312.03,24
5.042,47.9341,150,7190.12,24
5.082,28.3288,150,4249.32,24
5.082,47.9341,150,7190.12,24
5.122,28.3288,150,4249.32,24
5.122,47.9341,150,7190.12,24
5.162,28.3288,150,4249.32,24
5.162,47.9341,150,7190.12,24
5.202,28.3288,150,4249.32,24
5.202,47.9341,150,7190.12,24
5.242,28.3288,150,4249.32,24
5.242,47.9341,150,7190.12,24
5.282,28.3288,150,4249.32,24
5.282,47.9341,150,7190.12,24
5.322,28.3288,150,4249.32,24
5.322,47.9341,150,7190.12,24
5.362,28.3288,150,4249.32,24
5.362,47.9341,150,7190.12,24
5.402,28.3288,150,4249.32,24
5.402,47.9341,150,7190.12,24
5.442,28.3288,150,4249.32,24
5.442,47.9341,150,7190.12,24
5.482,28.3288,150,4249.32,24
5.482,47.9341,150,7190.12,24
5.522,28.3288,150,4249.32,24
5.522,47.9341,150,7190.12,24
5.562,28.3288,150,4249.32,24
5.562,47.9341,150,7190.12,24
5.602,28.3288,150,4249.32,24
5.602,47.9341,150,7190.12,24
5.642,28.3288,150,4249.32,24
5.642,47.9341,150,7190.12,24
5.682,28.3288,150,4249.32,24
5.682,47.9341,150,7190.12,24
5.722,28.3288,150,4249.32,24
5.722,47.9341,150,7190.12,24
5.762,28.3288,150,4249.32,24
5.762,47.9341,150,7190.12,24
5.802,28.3288,150,4249.32,24
5.802,47.9341,150,7190.12,24
5.842,28.3288,150,4249.32,24
5.842,47.9341,150,7190.12,24
5.882,28.3288,150,4249.32,24
5.882,47.9341,150,7190.12,24
5.922,28.3288,150,4249.32,24
5.922,47.9341,150,7190.12,24
5.962,28.3288,150,4249.32,24
5.962,47.9341,150,7190.12,24
6.002,35.8972,150,5384.58,24
6.002,46.1638,150,6924.58,24
6.042,35.5005,150,5325.08,24
6.042,46.5796,150,6986.94,24
6.082,34.9827,150,5247.41,24
6.082,46.5796,150,6986.94,24
6.122,34.9827,150,5247.41,24
6.122,46.5796,150,6986.94,24
6.162,34.9827,150,5247.41,24
6.162,46.5796,150,6986.94,24
6.202,34.9827,150,5247.41,24
6.202,46.5796,150,6986.94,24
6.242,34.9827,150,5247.41,24
6.242,46.5796,150,6986.94,24
6.282,34.9827,150,5247.41,24
6.282,46.5796,150,6986.94,24
6.322,34.9827,150,5247.41,24
6.322,46.5796,150,6986.94,24
6.362,34.9827,150,5247.41,24
6.362,46.5796,150,6986.94,24
6.402,34.9827,150,5247.41,24
6.402,46.5796,150,6986.94,24
6.442,34.9827,150,5247.41,24
6.442,46.5796,150,6986.94,24
6.482,34.9827,150,5247.41,24
6.482,46.5796,150,6986.94,24
6.522,34.9827,150,5247.41,24
6.522,46.5796,150,6986.94,24
6.562,34.9827,150,5247.41,24
6.562,46.5796,150,6986.94,24
6.602,34.9827,150,5247.41,24
6.602,46.5796,150,6986.94,24
6.642,34.9827,150,5247.41,24
6.642,46.5796,150,6986.94,24
6.682,34.9827,150,5247.41,24
6.682,46.5796,150,6986.94,24
6.722,34.9827,150,5247.41,24
6.722,46.5796,150,6986.94,24
6.762,34.9827,150,5247.41,24
6.762,46.5796,150,6986.94,24
6.802,34.9827,150,5247.41,24
6.802,46.5796,150,6986.94,24
6.842,34.9827,150,5247.41,24
6.842,46.5796,150,6986.94,24
6.882,34.9827,150,5247.41,24
6.882,46.5796,150,6986.94,24
6.922,34.9827,150,5247.41,24
6.922,46.5796,150,6986.94,24
6.962,34.9827,150,5247.41,24
6.962,46.5796,150,6986.94,24
7.002,39.4512,150,5917.67,24
7.002,38.7141,150,5807.11,24
7.042,38.2035,150,5730.52,24
7.042,39.1005,150,5865.08,24
7.082,38.2454,150,5736.82,24
7.082,39.1005,150,5865.08,24
7.122,38.2454,150,5736.82,24
7.122,39.1005,150,5865.08,24
7.162,38.2454,150,5736.82,24
7.162,39.1005,150,5865.08,24
7.202,38.2454,150,5736.82,24
7.202,39.1005,150,5865.08,24
7.242,38.2454,150,5736.82,24
7.242,39.1005,150,5865.08,24
7.282,38.2454,150,5736.82,24
7.282,39.1005,150,5865.08,24
7.322,38.2454,150,5736.82,24
7.322,39.1005,150,5865.08,24
7.362,38.2454,150,5736.82,24
7.362,39.1005,150,5865.08,24
7.402,38.2454,150,5736.82,24
7.402,39.1005,150,5865.08,24
7.442,38.2454,150,5736.82,24
7.442,39.1005,150,5865.08,24
7.482,38.2454,150,5736.82,24
7.482,39.1005,150,5865.08,24
7.522,38.2454,150,5736.82,24
7.522,39.1005,150,5865.08,24
7.562,38.2454,150,5736.82,24
7.562,39.1005,150,5865.08,24
7.602,38.2454,150,5736.82,24
7.602,39.1005,150,5865.08,24
7.642,38.2454,150,5736.82,24
7.642,39.1005,150,5865.08,24
7.682,38.2454,150,5736.82,24
7.682,39.1005,150,5865.08,24
7.722,38.2454,150,5736.82,24
7.722,39.1005,150,5865.08,24
7.762,38.2454,150,5736.82,24
7.762,39.1005,150,5865.08,24
7.802,38.2454,150,5736.82,24
7.802,39.1005,150,5865.08,24
7.842,38.2454,150,5736.82,24
7.842,39.1005,150,5865.08,24
7.882,38.2454,150,5736.82,24
7.882,39.1005,150,5865.08,24
7.922,38.2454,150,5736.82,24
7.922,39.1005,150,5865.08,24
7.962,38.2454,150,5736.82,24
7.962,39.1005,150,5865.08,24
8.002,31.1137,150,4667.06,24
8.002,46.4941,150,6974.11,24
8.042,30.16,150,4523.99,24
8.042,46.9702,150,7045.53,24
8.082,29.9353,150,4490.29,24
8.082,46.9702,150,7045.53,24
8.122,29.9353,150,4490.29,24
8.122,46.9702,150,7045.53,24
8.162,29.9353,150,4490.29,24
8.162,46.9702,150,7045.53,24
8.202,29.9353,150,4490.29,24
8.202,46.9702,150,7045.53,24
8.242,29.9353,150,4490.29,24
8.242,46.9702,150,7045.53,24
8.282,29.9353,150,4490.29,24
8.282,46.9702,150,7045.53,24
8.322,29.9353,150,4490.29,24
8.322,46.9702,150,7045.53,24
8.362,29.9353,150,4490.29,24
8.362,46.9702,150,7045.53,24
8.402,29.9353,150,4490.29,24
8.402,46.9702,150,7045.53,24
8.442,29.9353,150,4490.29,24
8.442,46.9702,150,7045.53,24
8.482,29.9353,150,4490.29,24
8.482,46.9702,150,7045.53,24
8.522,29.9353,150,4490.29,24
8.522,46.9702,150,7045.53,24
8.562,29.9353,150,4490.29,24
8.562,46.9702,150,7045.53,24
8.602,29.9353,150,4490.29,24
8.602,46.9702,150,7045.53,24
