timestamp,idFrame,downlink_delay(s),deviceSimbolicAppAddress_,speed,roadID,AppName,ueAppPort,nbRcvMsg, from,nb_neighbor,currentPosition,runNumber,myposition
3.259,1,0.004296205328,car[0],8.50811,-4039896#11,teleoperated_driving,4000,3684147,pong,0,mobility->position,31,(706, 676, 0) m
3.364,2,0.004211186478,car[0],8.50811,-4039896#11,teleoperated_driving,4000,3684148,pong,0,mobility->position,31,(706, 676, 0) m
3.457,3,0.004758739259,car[0],8.50811,-4039896#11,teleoperated_driving,4000,3684149,pong,0,mobility->position,31,(706, 676, 0) m
3.566,4,0.004488358965,car[0],8.50811,-4039896#11,teleoperated_driving,4000,3684150,pong,0,mobility->position,31,(706, 676, 0) m
3.664,5,0.004628910812,car[0],8.50811,-4039896#11,teleoperated_driving,4000,3684151,pong,0,mobility->position,31,(706, 676, 0) m
3.763,6,0.004115401724,car[0],8.50811,-4039896#11,teleoperated_driving,4000,3684152,pong,0,mobility->position,31,(706, 676, 0) m
3.863,7,0.004534478602,car[0],8.50811,-4039896#11,teleoperated_driving,4000,3684153,pong,0,mobility->position,31,(706, 676, 0) m
3.966,8,0.004992380253,car[0],8.50811,-4039896#11,teleoperated_driving,4000,3684154,pong,0,mobility->position,31,(706, 676, 0) m
4.067,9,0.004088055376,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684155,pong,0,mobility->position,31,(699.457, 681.492, 0) m
4.168,10,0.004950688856,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684156,pong,0,mobility->position,31,(699.457, 681.492, 0) m
4.27,11,0.00401984781,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684157,pong,0,mobility->position,31,(699.457, 681.492, 0) m
4.367,12,0.004860984844,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684158,pong,0,mobility->position,31,(699.457, 681.492, 0) m
4.467,13,0.004106620182,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684159,pong,0,mobility->position,31,(699.457, 681.492, 0) m
4.566,14,0.004915887435,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684160,pong,0,mobility->position,31,(699.457, 681.492, 0) m
4.667,15,0.004004416316,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684161,pong,0,mobility->position,31,(699.457, 681.492, 0) m
4.767,16,0.004815729872,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684162,pong,0,mobility->position,31,(699.457, 681.492, 0) m
4.868,17,0.004557519015,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684163,pong,0,mobility->position,31,(699.457, 681.492, 0) m
4.967,18,0.004847295812,car[0],8.46452,-4039896#11,teleoperated_driving,4000,3684164,pong,0,mobility->position,31,(699.457, 681.492, 0) m
5.063,19,0.004238700643,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684165,pong,0,mobility->position,31,(692.268, 686.009, 0) m
5.167,20,0.004927916562,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684166,pong,0,mobility->position,31,(692.268, 686.009, 0) m
5.27,21,0.004022906461,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684167,pong,0,mobility->position,31,(692.268, 686.009, 0) m
5.366,22,0.00417557676,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684168,pong,0,mobility->position,31,(692.268, 686.009, 0) m
5.463,23,0.00491336855,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684169,pong,0,mobility->position,31,(692.268, 686.009, 0) m
5.569,24,0.004167587826,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684170,pong,0,mobility->position,31,(692.268, 686.009, 0) m
5.664,25,0.004878501602,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684171,pong,0,mobility->position,31,(692.268, 686.009, 0) m
5.765,26,0.004662799818,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684172,pong,0,mobility->position,31,(692.268, 686.009, 0) m
5.871,27,0.004578166161,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684173,pong,0,mobility->position,31,(692.268, 686.009, 0) m
5.965,28,0.004925062829,car[0],8.52946,-4039896#11,teleoperated_driving,4000,3684174,pong,0,mobility->position,31,(692.268, 686.009, 0) m
6.064,29,0.004007083347,car[0],8.4125,-4039896#11,teleoperated_driving,4000,3684175,pong,0,mobility->position,31,(685.09, 690.518, 0) m
6.175,30,0.004674764513,car[0],8.4125,-4039896#11,teleoperated_driving,4000,3684176,pong,0,mobility->position,31,(685.09, 690.518, 0) m
6.265,31,0.004620355408,car[0],8.4125,-4039896#11,teleoperated_driving,4000,3684177,pong,0,mobility->position,31,(685.09, 690.518, 0) m
6.367,32,0.00471508321,car[0],8.4125,-4039896#11,teleoperated_driving,4000,3684178,pong,0,mobility->position,31,(685.09, 690.518, 0) m
6.473,33,0.004761881101,car[0],8.4125,-4039896#11,teleoperated_driving,4000,3684179,pong,0,mobility->position,31,(685.09, 690.518, 0) m
6.566,34,0.004152020494,car[0],8.4125,-4039896#11,teleoperated_driving,4000,3684180,pong,0,mobility->position,31,(685.09, 690.518, 0) m
6.667,35,0.00470907694,car[0],8.4125,-4039896#11,teleoperated_driving,4000,3684181,pong,0,mobility->position,31,(685.09, 690.518, 0) m
6.765,36,0.004460783952,car[0],8.4125,-4039896#11,teleoperated_driving,4000,3684182,pong,0,mobility->position,31,(685.09, 690.518, 0) m
