timestamp,ueAppAddress,ueAppPort,car,packet_size_to_send(B),payload_size_to_send(B),runNumber
3.256385385083,10.0.1.106,4000,car[0],8264,313,37
3.358869949686,10.0.1.106,4000,car[0],3905,313,37
3.46301548238,10.0.1.106,4000,car[0],36393,313,37
3.558198887849,10.0.1.106,4000,car[0],2419,313,37
3.662464902102,10.0.1.106,4000,car[0],32753,313,37
3.760616552494,10.0.1.106,4000,car[0],13124,313,37
3.864893091363,10.0.1.106,4000,car[0],48750,313,37
3.960645190623,10.0.1.106,4000,car[0],21369,313,37
4.059278903103,10.0.1.106,4000,car[0],6421,313,37
4.162615077294,10.0.1.106,4000,car[0],32424,313,37
4.261271308251,10.0.1.106,4000,car[0],27232,313,37
4.360156387793,10.0.1.106,4000,car[0],15087,313,37
4.460970849116,10.0.1.106,4000,car[0],16343,313,37
4.566611844167,10.0.1.106,4000,car[0],58276,313,37
4.659385556002,10.0.1.106,4000,car[0],3109,313,37
4.765355644993,10.0.1.106,4000,car[0],51633,313,37
4.876638794712,10.0.1.106,4000,car[0],65527,313,37
4.967345847403,10.0.1.106,4000,car[0],65527,313,37
5.066035243726,10.0.1.106,4000,car[0],31006,313,37
5.16109969531,10.0.1.106,4000,car[0],10107,313,37
5.267232702329,10.0.1.106,4000,car[0],59342,313,37
5.363892044159,10.0.1.106,4000,car[0],33540,313,37
5.462348356551,10.0.1.106,4000,car[0],25852,313,37
5.562873383361,10.0.1.106,4000,car[0],26793,313,37
5.660216030194,10.0.1.106,4000,car[0],14734,313,37
5.76835824889,10.0.1.106,4000,car[0],65527,313,37
5.859478953406,10.0.1.106,4000,car[0],2366,313,37
5.962353440194,10.0.1.106,4000,car[0],15540,313,37
6.067600957368,10.0.1.106,4000,car[0],65527,313,37
6.168603614132,10.0.1.106,4000,car[0],65527,313,37
6.260566201555,10.0.1.106,4000,car[0],14631,313,37
6.365652509847,10.0.1.106,4000,car[0],52451,313,37
6.46259683257,10.0.1.106,4000,car[0],32144,313,37
6.566589384904,10.0.1.106,4000,car[0],18414,313,37
6.664664021043,10.0.1.106,4000,car[0],24064,313,37
6.763334848553,10.0.1.106,4000,car[0],38177,313,37
6.858820799628,10.0.1.106,4000,car[0],1790,313,37
6.959984696937,10.0.1.106,4000,car[0],7806,313,37
7.066498624945,10.0.1.106,4000,car[0],13870,313,37
7.173522490976,10.0.1.106,4000,car[0],47283,313,37
7.261194451998,10.0.1.106,4000,car[0],12397,313,37
7.371203758381,10.0.1.106,4000,car[0],56671,313,37
7.459106278392,10.0.1.106,4000,car[0],8535,313,37
7.56133125652,10.0.1.106,4000,car[0],12774,313,37
7.66216850144,10.0.1.106,4000,car[0],12410,313,37
7.76402338527,10.0.1.106,4000,car[0],16329,313,37
7.859638381846,10.0.1.106,4000,car[0],7556,313,37
7.961645524073,10.0.1.106,4000,car[0],1548,313,37
8.06803089226,10.0.1.106,4000,car[0],65527,313,37
8.158568401933,10.0.1.106,4000,car[0],2834,313,37
8.265738742726,10.0.1.106,4000,car[0],5473,313,37
8.368749925367,10.0.1.106,4000,car[0],65527,313,37
