timestamp,arrivalTime,idFrame,uplink_delay,car,*Queue,runNumber,sizeOfQueue
3.2630078812,3.2630078812,1,0.0090053124,car[0],(omnetpp::cQueue) empty,0,0
3.36500643,3.36500643,2,0.0070038612,car[0],(omnetpp::cQueue) empty,0,0
3.4650026484,3.4650026484,3,0.0070000796,car[0],(omnetpp::cQueue) empty,0,0
3.5610049436,3.5610049436,4,0.0030023748,car[0],(omnetpp::cQueue) empty,0,0
3.6670078812,3.6670078812,5,0.0090053124,car[0],(omnetpp::cQueue) empty,0,0
3.7580038996,3.7580038996,6,0.0000013308,car[0],(omnetpp::cQueue) empty,0,0
3.858002034,3.858002034,7,0.0000006588,car[0],(omnetpp::cQueue) empty,0,0
3.9610044756,3.9610044756,8,0.0030019068,car[0],(omnetpp::cQueue) empty,0,0
4.0760091548,4.0760091548,9,0.012006586,car[0],(omnetpp::cQueue) empty,0,0
4.1610042308,4.1610042308,10,0.003001662,car[0],(omnetpp::cQueue) empty,0,0
4.2630072988,4.2630072988,11,0.00500473,car[0],(omnetpp::cQueue) empty,0,0
4.3610063356,4.3610063356,12,0.0030037668,car[0],(omnetpp::cQueue) empty,0,0
4.4680063884,4.4680063884,13,0.0100038196,car[0],(omnetpp::cQueue) empty,0,0
4.5690054124,4.5690054124,14,0.0110028436,car[0],(omnetpp::cQueue) empty,0,0
4.6580009564,4.6580009564,15,0.0000002996,car[0],(omnetpp::cQueue) empty,0,0
4.7580035412,4.7580035412,16,0.0000011612,car[0],(omnetpp::cQueue) empty,0,0
4.8610080924,4.8610080924,17,0.0030055236,car[0],(omnetpp::cQueue) empty,0,0
4.96400363,4.96400363,18,0.0060010612,car[0],(omnetpp::cQueue) empty,0,0
5.0670076996,5.0670076996,19,0.0030051308,car[0],(omnetpp::cQueue) empty,0,0
5.1590038684,5.1590038684,20,0.0010012996,car[0],(omnetpp::cQueue) empty,0,0
5.265007458,5.265007458,21,0.0070048892,car[0],(omnetpp::cQueue) empty,0,0
5.3710036564,5.3710036564,22,0.0130010876,car[0],(omnetpp::cQueue) empty,0,0
5.46600499,5.46600499,23,0.0080024212,car[0],(omnetpp::cQueue) empty,0,0
5.5580026484,5.5580026484,24,0.0000008636,car[0],(omnetpp::cQueue) empty,0,0
5.6690078812,5.6690078812,25,0.0110053124,car[0],(omnetpp::cQueue) empty,0,0
5.7640051204,5.7640051204,26,0.0000025516,car[0],(omnetpp::cQueue) empty,0,0
5.8590035172,5.8590035172,27,0.0010009484,car[0],(omnetpp::cQueue) empty,0,0
5.9640066524,5.9640066524,28,0.0060040836,car[0],(omnetpp::cQueue) empty,0,0
6.0810140532,6.0810140532,29,0.0230114844,car[0],(omnetpp::cQueue) empty,0,0
6.1590043484,6.1590043484,30,0.0010017796,car[0],(omnetpp::cQueue) empty,0,0
6.2620065564,6.2620065564,31,0.0040039876,car[0],(omnetpp::cQueue) empty,0,0
