timestamp,sinr,usedRB,sumSinr,runNumber
3.002,20.7112,150,3106.68,44
3.002,35.0225,150,5253.38,44
3.042,20.7112,150,3106.68,44
3.042,35.0225,150,5253.38,44
3.082,20.7112,150,3106.68,44
3.082,35.0225,150,5253.38,44
3.122,20.7112,150,3106.68,44
3.122,35.0225,150,5253.38,44
3.162,20.7112,150,3106.68,44
3.162,35.0225,150,5253.38,44
3.202,20.7112,150,3106.68,44
3.202,35.0225,150,5253.38,44
3.242,20.7112,150,3106.68,44
3.242,35.0225,150,5253.38,44
3.282,20.7112,150,3106.68,44
3.282,35.0225,150,5253.38,44
3.322,20.7112,150,3106.68,44
3.322,35.0225,150,5253.38,44
3.362,20.7112,150,3106.68,44
3.362,35.0225,150,5253.38,44
3.402,20.7112,150,3106.68,44
3.402,35.0225,150,5253.38,44
3.442,20.7112,150,3106.68,44
3.442,35.0225,150,5253.38,44
3.482,20.7112,150,3106.68,44
3.482,35.0225,150,5253.38,44
3.522,20.7112,150,3106.68,44
3.522,35.0225,150,5253.38,44
3.562,20.7112,150,3106.68,44
3.562,35.0225,150,5253.38,44
3.602,20.7112,150,3106.68,44
3.602,35.0225,150,5253.38,44
3.642,20.7112,150,3106.68,44
3.642,35.0225,150,5253.38,44
3.682,20.7112,150,3106.68,44
3.682,35.0225,150,5253.38,44
3.722,20.7112,150,3106.68,44
3.722,35.0225,150,5253.38,44
3.762,20.7112,150,3106.68,44
3.762,35.0225,150,5253.38,44
3.802,20.7112,150,3106.68,44
3.802,35.0225,150,5253.38,44
3.842,20.7112,150,3106.68,44
3.842,35.0225,150,5253.38,44
3.882,20.7112,150,3106.68,44
3.882,35.0225,150,5253.38,44
3.922,20.7112,150,3106.68,44
3.922,35.0225,150,5253.38,44
3.962,20.7112,150,3106.68,44
3.962,35.0225,150,5253.38,44
4.002,23.4641,150,3519.62,44
4.002,32.6312,150,4894.69,44
4.042,22.461,150,3369.15,44
4.042,32.6039,150,4890.59,44
4.082,23.4425,150,3516.37,44
4.082,32.6039,150,4890.59,44
4.122,23.4425,150,3516.37,44
4.122,32.6039,150,4890.59,44
4.162,23.4425,150,3516.37,44
4.162,32.6039,150,4890.59,44
4.202,23.4425,150,3516.37,44
4.202,32.6039,150,4890.59,44
4.242,23.4425,150,3516.37,44
4.242,32.6039,150,4890.59,44
4.282,23.4425,150,3516.37,44
4.282,32.6039,150,4890.59,44
4.322,23.4425,150,3516.37,44
4.322,32.6039,150,4890.59,44
4.362,23.4425,150,3516.37,44
4.362,32.6039,150,4890.59,44
4.402,23.4425,150,3516.37,44
4.402,32.6039,150,4890.59,44
4.442,23.4425,150,3516.37,44
4.442,32.6039,150,4890.59,44
4.482,23.4425,150,3516.37,44
