timestamp,arrivalTime,ueAppAddress,ueAppPort,car,recv_packet_size(B),uplink_delay(s),Queueing_delay(s),processing_delay(s),idframe,nbSentMsg,runNumber,sizeOfQueue
3.2540081052,3.2540081052,10.0.1.106,4000,car[0],6607,0.0000055364,0,0.00272987,1,0,44,1
3.3620056804,3.3620056804,10.0.1.106,4000,car[0],59942,0.0040031116,0,0.00170576,2,1,44,1
3.4650140564,3.4650140564,10.0.1.106,4000,car[0],27051,0.0010114876,0,0.00181059,3,2,44,1
3.5590115052,3.5590115052,10.0.1.106,4000,car[0],23988,0.0010089364,0,0.00425715,4,3,44,1
3.6580056372,3.6580056372,10.0.1.106,4000,car[0],3648,0.0000030684,0,0.0018636,5,4,44,1
3.7650167956,3.7650167956,10.0.1.106,4000,car[0],30349,0.0070142268,0,0.000860965,6,5,44,1
3.86201035,3.86201035,10.0.1.106,4000,car[0],65527,0.0040077812,0,0.000688983,7,6,44,1
3.9590062884,3.9590062884,10.0.1.106,4000,car[0],17749,0.0010037196,0,0.000105398,8,7,44,1
4.0640066628,4.0640066628,10.0.1.106,4000,car[0],4867,0.000004094,0,0.00104118,9,8,44,1
4.1580056932,4.1580056932,10.0.1.106,4000,car[0],3718,0.0000031244,0,0.000792139,10,9,44,1
4.2580081836,4.2580081836,10.0.1.106,4000,car[0],6705,0.0000056148,0,0.00109289,11,10,44,1
4.3600046244,4.3600046244,10.0.1.106,4000,car[0],33525,0.0020020556,0,0.000732248,12,11,44,1
4.461004498,4.461004498,10.0.1.106,4000,car[0],48167,0.0030019292,0,0.000507054,13,12,44,1
4.5580146356,4.5580146356,10.0.1.106,4000,car[0],14455,0.0000120668,0,0.00265253,14,13,44,1
4.6600043164,4.6600043164,10.0.1.106,4000,car[0],33140,0.0020017476,0,0.00104738,15,14,44,1
4.7590150916,4.7590150916,10.0.1.106,4000,car[0],29762,0.0010125228,0,0.001254,16,15,44,1
4.8600146932,4.8600146932,10.0.1.106,4000,car[0],45607,0.0020121244,0,0.000101121,17,16,44,1
4.9620054124,4.9620054124,10.0.1.106,4000,car[0],65527,0.0040028436,0,0.00038789,18,17,44,1
5.065014274,5.065014274,10.0.1.106,4000,car[0],31763,0.0010117052,0,0.00554991,19,18,44,1
5.1590071436,5.1590071436,10.0.1.106,4000,car[0],24708,0.0010045748,0,0.00128916,20,19,44,1
5.2590086172,5.2590086172,10.0.1.106,4000,car[0],26487,0.0010060484,0,0.000407055,21,20,44,1
5.3600097132,5.3600097132,10.0.1.106,4000,car[0],48514,0.0020071444,0,0.000486944,22,21,44,1
5.4580057932,5.4580057932,10.0.1.106,4000,car[0],3843,0.0000032244,0,0.00176766,23,22,44,1
5.558006082,5.558006082,10.0.1.106,4000,car[0],4204,0.0000035132,0,0.000669126,24,23,44,1
5.6590157484,5.6590157484,10.0.1.106,4000,car[0],35023,0.0010131796,0,2.30465e-05,25,24,44,1
5.7580152652,5.7580152652,10.0.1.106,4000,car[0],15179,0.0000126964,0,0.00451527,26,25,44,1
5.8610056468,5.8610056468,10.0.1.106,4000,car[0],62860,0.003003078,0,0.000782182,27,26,44,1
5.9590135108,5.9590135108,10.0.1.106,4000,car[0],32352,0.001010942,0,0.000581268,28,27,44,1
6.0740152876,6.0740152876,10.0.1.106,4000,car[0],65527,0.0100127188,0,0.00563219,29,28,44,1
6.1580009468,6.1580009468,10.0.1.106,4000,car[0],273,0.0000002964,0,0.00112461,30,29,44,1
6.2580014484,6.2580014484,10.0.1.106,4000,car[0],482,0.0000004636,0,0.00105843,31,30,44,1
6.36200425,6.36200425,10.0.1.106,4000,car[0],47857,0.0040016812,0,0.000141649,32,31,44,1
6.464055526,6.464055526,10.0.1.106,4000,car[0],63489,0.0000529572,0,0.00198082,33,32,44,1
6.5600066612,6.5600066612,10.0.1.106,4000,car[0],27065,0.0020040924,0,0.00339638,34,33,44,1
6.6590069236,6.6590069236,10.0.1.106,4000,car[0],15553,0.0010043548,0,0.0019982,35,34,44,1
6.7610050828,6.7610050828,10.0.1.106,4000,car[0],36995,0.003002514,0,0.000300906,36,35,44,1
6.8590086484,6.8590086484,10.0.1.106,4000,car[0],17646,0.0010060796,0,0.0012137,37,36,44,1
6.9720387412,6.9720387412,10.0.1.106,4000,car[0],65527,0.0140361724,0,0.00227205,38,37,44,1
7.0720375068,7.0720375068,10.0.1.106,4000,car[0],65527,0.008034938,0,0.000909039,39,38,44,1
7.1580127076,7.1580127076,10.0.1.106,4000,car[0],12108,0.0000101388,0,0.00260544,40,39,44,1
7.2580116252,7.2580116252,10.0.1.106,4000,car[0],10818,0.0000090564,0,2.33825e-05,41,40,44,1
7.3610045364,7.3610045364,10.0.1.106,4000,car[0],40815,0.0030019676,0,0.00528487,42,41,44,1
7.461011866,7.461011866,10.0.1.106,4000,car[0],49599,0.0030092972,0,0.000586471,43,42,44,1
7.558003998,7.558003998,10.0.1.106,4000,car[0],1662,0.0000014292,0,0.00159244,44,43,44,1
7.663004178,7.663004178,10.0.1.106,4000,car[0],65527,0.0050016092,0,0.00176708,45,44,44,1
7.7620096196,7.7620096196,10.0.1.106,4000,car[0],58757,0.0040070508,0,0.000314866,46,45,44,1
7.8580016644,7.8580016644,10.0.1.106,4000,car[0],572,0.0000005356,0,0.00975214,47,46,44,1
7.9610052836,7.9610052836,10.0.1.106,4000,car[0],41686,0.0030027148,0,0.000696119,48,47,44,1
8.0690054124,8.0690054124,10.0.1.106,4000,car[0],65527,0.0050028436,0,0.000492759,49,48,44,1
8.1590101764,8.1590101764,10.0.1.106,4000,car[0],20910,0.0010076076,0,0.0035214,50,49,44,1
8.260011646,8.260011646,10.0.1.106,4000,car[0],36004,0.0020090772,0,0.000141865,51,50,44,1
8.3580099324,8.3580099324,10.0.1.106,4000,car[0],8828,0.0000073636,0,0.000914898,52,51,44,1
8.463004178,8.463004178,10.0.1.106,4000,car[0],65527,0.0050016092,0,0.00024542,53,52,44,1
8.5600065524,8.5600065524,10.0.1.106,4000,car[0],29889,0.0020039836,0,0.00137011,54,53,44,1
8.6580050948,8.6580050948,10.0.1.106,4000,car[0],2970,0.000002526,0,0.00172575,55,54,44,1
8.7580128268,8.7580128268,10.0.1.106,4000,car[0],12257,0.000010258,0,0.00150621,56,55,44,1
8.8610106916,8.8610106916,10.0.1.106,4000,car[0],48194,0.0030081228,0,0.000316498,57,56,44,1
8.963004178,8.963004178,10.0.1.106,4000,car[0],65527,0.0050016092,0,0.00305378,58,57,44,1
9.0660116892,9.0660116892,10.0.1.106,4000,car[0],34578,0.0020091204,0,0.00117266,59,58,44,1
9.1600046828,9.1600046828,10.0.1.106,4000,car[0],24718,0.002002114,0,0.00416011,60,59,44,1
9.2630091156,9.2630091156,10.0.1.106,4000,car[0],65527,0.0050065468,0,0.00364299,61,60,44,1
9.3590109028,9.3590109028,10.0.1.106,4000,car[0],20338,0.001008334,0,0.00360313,62,61,44,1
9.4590047196,9.4590047196,10.0.1.106,4000,car[0],12924,0.0010021508,0,0.00428145,63,62,44,1
9.5600081564,9.5600081564,10.0.1.106,4000,car[0],28871,0.0020055876,0,0.00157905,64,63,44,1
9.6620042172,9.6620042172,10.0.1.106,4000,car[0],47816,0.0040016484,0,0.000270128,65,64,44,1
9.75900843,9.75900843,10.0.1.106,4000,car[0],17373,0.0010058612,0,0.000135605,66,65,44,1
9.8630091156,9.8630091156,10.0.1.106,4000,car[0],65527,0.0050065468,0,0.00263339,67,66,44,1
9.9600095188,9.9600095188,10.0.1.106,4000,car[0],30511,0.00200695,0,0.00133218,68,67,44,1
10.0700033516,10.0700033516,10.0.1.106,4000,car[0],1275,0.000001098,0,0.00190603,69,68,44,1
10.1700438396,10.1700438396,10.0.1.106,4000,car[0],49448,0.0000412708,0,0.00138188,70,69,44,1
10.2590057452,10.2590057452,10.0.1.106,4000,car[0],15623,0.0010031764,0,0.00264362,71,70,44,1
10.3630054124,10.3630054124,10.0.1.106,4000,car[0],65527,0.0050028436,0,0.00166933,72,71,44,1
10.4620088372,10.4620088372,10.0.1.106,4000,car[0],57779,0.0040062684,0,0.00338663,73,72,44,1
10.5590029964,10.5590029964,10.0.1.106,4000,car[0],12967,0.0010004276,0,0.00202719,74,73,44,1
10.662010602,10.662010602,10.0.1.106,4000,car[0],59922,0.0040080332,0,0.00097412,75,74,44,1
10.7640106268,10.7640106268,10.0.1.106,4000,car[0],9633,0.000008058,0,0.000263276,76,75,44,1
10.8600055292,10.8600055292,10.0.1.106,4000,car[0],28673,0.0020029604,0,0.000127831,77,76,44,1
10.9590074268,10.9590074268,10.0.1.106,4000,car[0],17662,0.001004858,0,0.00163876,78,77,44,1
11.0640068452,11.0640068452,10.0.1.106,4000,car[0],5095,0.0000042764,0,0.0032259,79,78,44,1
11.1600075996,11.1600075996,10.0.1.106,4000,car[0],31135,0.0020050308,0,0.00161809,80,79,44,1
11.2580076388,11.2580076388,10.0.1.106,4000,car[0],6024,0.00000507,0,0.00134545,81,80,44,1
11.3630054124,11.3630054124,10.0.1.106,4000,car[0],65527,0.0050028436,0,0.0014414,82,81,44,1
11.4650234932,11.4650234932,10.0.1.106,4000,car[0],36926,0.0070209244,0,0.000693063,83,82,44,1
11.5600095372,11.5600095372,10.0.1.106,4000,car[0],33494,0.0020069684,0,5.25958e-05,84,83,44,1
11.6580040308,11.6580040308,10.0.1.106,4000,car[0],1703,0.000001462,0,0.00241367,85,84,44,1
11.7670166236,11.7670166236,10.0.1.106,4000,car[0],53814,0.0090140548,0,0.00399809,86,85,44,1
11.8650469468,11.8650469468,10.0.1.106,4000,car[0],65046,0.001044378,0,9.19798e-05,87,86,44,1
11.9640572572,11.9640572572,10.0.1.106,4000,car[0],65527,0.0000546884,0,0.00343376,88,87,44,1
12.0740140532,12.0740140532,10.0.1.106,4000,car[0],65527,0.0100114844,0,0.0050606,89,88,44,1
12.1620140532,12.1620140532,10.0.1.106,4000,car[0],65527,0.0040114844,0,0.000684395,90,89,44,1
12.2580120612,12.2580120612,10.0.1.106,4000,car[0],11363,0.0000094924,0,0.000874392,91,90,44,1
12.3610054364,12.3610054364,10.0.1.106,4000,car[0],41877,0.0030028676,0,0.000191172,92,91,44,1
12.4740140532,12.4740140532,10.0.1.106,4000,car[0],65527,0.0100114844,0,8.80064e-05,93,92,44,1
12.5580096772,12.5580096772,10.0.1.106,4000,car[0],8509,0.0000071084,0,0.00175161,94,93,44,1
12.6620140532,12.6620140532,10.0.1.106,4000,car[0],65527,0.0040114844,0,0.00425903,95,94,44,1
12.7590037164,12.7590037164,10.0.1.106,4000,car[0],14747,0.0010011476,0,1.21052e-05,96,95,44,1
12.85801255,12.85801255,10.0.1.106,4000,car[0],11911,0.0000099812,0,0.0010939,97,96,44,1
12.9580027132,12.9580027132,10.0.1.106,4000,car[0],1009,0.0000008852,0,0.000445008,98,97,44,1
13.0710129956,13.0710129956,10.0.1.106,4000,car[0],25788,0.0070104268,0,0.0017946,99,98,44,1
13.159007842,13.159007842,10.0.1.106,4000,car[0],19598,0.0010052732,0,0.000956431,100,99,44,1
13.2640203132,13.2640203132,10.0.1.106,4000,car[0],21237,0.0000177444,0,0.000152044,101,100,44,1
13.3610020412,13.3610020412,10.0.1.106,4000,car[0],43649,0.0029994724,0,0.00166545,102,101,44,1
13.4580135124,13.4580135124,10.0.1.106,4000,car[0],13114,0.0000109436,0,0.000376486,103,102,44,1
13.5610097796,13.5610097796,10.0.1.106,4000,car[0],51557,0.0030072108,0,0.00894121,104,103,44,1
13.6580066132,13.6580066132,10.0.1.106,4000,car[0],4805,0.0000040444,0,0.00427573,105,104,44,1
13.760005326,13.760005326,10.0.1.106,4000,car[0],31379,0.0020027572,0,0.000475869,106,105,44,1
13.8590153428,13.8590153428,10.0.1.106,4000,car[0],28596,0.001012774,0,0.00621492,107,106,44,1
13.9620069028,13.9620069028,10.0.1.106,4000,car[0],61407,0.004004334,0,0.00319833,108,107,44,1
14.064012802,14.064012802,10.0.1.106,4000,car[0],12226,0.0000102332,0,0.00414338,109,108,44,1
14.1580069772,14.1580069772,10.0.1.106,4000,car[0],5260,0.0000044084,0,0.000652648,110,109,44,1
14.2670202252,14.2670202252,10.0.1.106,4000,car[0],65527,0.0090176564,0,0.00433826,111,110,44,1
14.36200451,14.36200451,10.0.1.106,4000,car[0],61502,0.0040019412,0,0.000363941,112,111,44,1
14.459010682,14.459010682,10.0.1.106,4000,car[0],24502,0.0010081132,0,0.00270017,113,112,44,1
14.558013406,14.558013406,10.0.1.106,4000,car[0],12981,0.0000108372,0,0.000793069,114,113,44,1
14.6590117836,14.6590117836,10.0.1.106,4000,car[0],25816,0.0010092148,0,0.000191268,115,114,44,1
14.7640158908,14.7640158908,10.0.1.106,4000,car[0],15961,0.000013322,0,0.00133263,116,115,44,1
14.8580140996,14.8580140996,10.0.1.106,4000,car[0],13785,0.0000115308,0,0.0011377,117,116,44,1
14.959009694,14.959009694,10.0.1.106,4000,car[0],23330,0.0010071252,0,0.00113245,118,117,44,1
15.0700572572,15.0700572572,10.0.1.106,4000,car[0],65527,0.0000546884,0,0.000255713,119,118,44,1
15.170036214,15.170036214,10.0.1.106,4000,car[0],40294,0.0000336452,0,0.000970968,120,119,44,1
15.2580102668,15.2580102668,10.0.1.106,4000,car[0],9183,0.000007698,0,0.000615779,121,120,44,1
15.3620012684,15.3620012684,10.0.1.106,4000,car[0],65527,0.0039986996,0,0.000216648,122,121,44,1
15.4580108556,15.4580108556,10.0.1.106,4000,car[0],9919,0.0000082868,0,4.58152e-05,123,122,44,1
15.5620012684,15.5620012684,10.0.1.106,4000,car[0],65527,0.0039986996,0,0.00107991,124,123,44,1
15.6590096628,15.6590096628,10.0.1.106,4000,car[0],24771,0.001007094,0,0.00329635,125,124,44,1
15.7620012684,15.7620012684,10.0.1.106,4000,car[0],65527,0.0039986996,0,0.00128669,126,125,44,1
15.8610151236,15.8610151236,10.0.1.106,4000,car[0],63842,0.0030125548,0,0.000312256,127,126,44,1
15.9650436788,15.9650436788,10.0.1.106,4000,car[0],65527,0.00704111,0,0.000942448,128,127,44,1
16.064005418,16.064005418,10.0.1.106,4000,car[0],3374,0.0000028492,0,1.65359e-05,129,128,44,1
16.159005978,16.159005978,10.0.1.106,4000,car[0],23314,0.0010034092,0,0.000533228,130,129,44,1
16.2590123268,16.2590123268,10.0.1.106,4000,car[0],30935,0.001009758,0,0.000597179,131,130,44,1
16.358006378,16.358006378,10.0.1.106,4000,car[0],4511,0.0000038092,0,0.00038169,132,131,44,1
16.4590034116,16.4590034116,10.0.1.106,4000,car[0],20540,0.0010008428,0,0.00151646,133,132,44,1
16.5610078812,16.5610078812,10.0.1.106,4000,car[0],65527,0.0030053124,0,0.00081058,134,133,44,1
16.6580111404,16.6580111404,10.0.1.106,4000,car[0],10275,0.0000085716,0,0.000884964,135,134,44,1
16.7610078812,16.7610078812,10.0.1.106,4000,car[0],65527,0.0030053124,0,0.00023392,136,135,44,1
16.8610078812,16.8610078812,10.0.1.106,4000,car[0],65527,0.0030053124,0,0.00240635,137,136,44,1
16.96000687,16.96000687,10.0.1.106,4000,car[0],45086,0.0020043012,0,0.000235603,138,137,44,1
17.0730113556,17.0730113556,10.0.1.106,4000,car[0],62281,0.0090087868,0,0.0003927,139,138,44,1
17.1580047756,17.1580047756,10.0.1.106,4000,car[0],2634,0.0000022068,0,0.00277184,140,139,44,1
17.2590046572,17.2590046572,10.0.1.106,4000,car[0],20246,0.0010020884,0,0.00033544,141,140,44,1
17.3580150148,17.3580150148,10.0.1.106,4000,car[0],14866,0.000012446,0,0.00189186,142,141,44,1
17.4660157068,17.4660157068,10.0.1.106,4000,car[0],51251,0.008013138,0,0.000731711,143,142,44,1
17.5590108692,17.5590108692,10.0.1.106,4000,car[0],27696,0.0010083004,0,0.00272817,144,143,44,1
17.6600136836,17.6600136836,10.0.1.106,4000,car[0],48822,0.0020111148,0,0.00592354,145,144,44,1
17.76100195,17.76100195,10.0.1.106,4000,car[0],53971,0.0029993812,0,0.00183539,146,145,44,1
17.8670104716,17.8670104716,10.0.1.106,4000,car[0],62719,0.0090079028,0,0.000825899,147,146,44,1
17.9580044636,17.9580044636,10.0.1.106,4000,car[0],2244,0.0000018948,0,0.000236305,148,147,44,1
18.076004178,18.076004178,10.0.1.106,4000,car[0],65527,0.0120016092,0,0.000412497,149,148,44,1
18.1600052532,18.1600052532,10.0.1.106,4000,car[0],25368,0.0020026844,0,0.000316309,150,149,44,1
18.2580085812,18.2580085812,10.0.1.106,4000,car[0],7202,0.0000060124,0,0.00252094,151,150,44,1
18.3610127124,18.3610127124,10.0.1.106,4000,car[0],46154,0.0030101436,0,0.00123179,152,151,44,1
18.4600028044,18.4600028044,10.0.1.106,4000,car[0],23247,0.0020002356,0,0.00313186,153,152,44,1
18.5640150476,18.5640150476,10.0.1.106,4000,car[0],14907,0.0000124788,0,0.00243008,154,153,44,1
18.6660279652,18.6660279652,10.0.1.106,4000,car[0],52624,0.0020253964,0,0.000734919,155,154,44,1
18.7660387412,18.7660387412,10.0.1.106,4000,car[0],65527,0.0080361724,0,0.0023667,156,155,44,1
18.8650396772,18.8650396772,10.0.1.106,4000,car[0],54794,0.0070371084,0,0.00025666,157,156,44,1
18.9680189908,18.9680189908,10.0.1.106,4000,car[0],65527,0.004016422,0,0.00351659,158,157,44,1
19.070030246,19.070030246,10.0.1.106,4000,car[0],33149,0.0000276772,0,0.000645159,159,158,44,1
19.160006642,19.160006642,10.0.1.106,4000,car[0],27041,0.0020040732,0,0.000846632,160,159,44,1
19.2590115076,19.2590115076,10.0.1.106,4000,car[0],21031,0.0010089388,0,0.000662031,161,160,44,1
19.364024274,19.364024274,10.0.1.106,4000,car[0],25999,0.0000217052,0,0.00481913,162,161,44,1
19.4630091156,19.4630091156,10.0.1.106,4000,car[0],65527,0.0050065468,0,0.00394541,163,162,44,1
19.559004602,19.559004602,10.0.1.106,4000,car[0],12777,0.0010020332,0,0.000785149,164,163,44,1
19.6600108116,19.6600108116,10.0.1.106,4000,car[0],32064,0.0020082428,0,0.00157598,165,164,44,1
19.7630053908,19.7630053908,10.0.1.106,4000,car[0],61060,0.005002822,0,1.48547e-05,166,165,44,1
19.8670163284,19.8670163284,10.0.1.106,4000,car[0],50485,0.0090137596,0,0.00127513,167,166,44,1
19.9580112676,19.9580112676,10.0.1.106,4000,car[0],10371,0.0000086988,0,0.00306371,168,167,44,1
20.0820085884,20.0820085884,10.0.1.106,4000,car[0],53091,0.0180060196,0,0.000521457,169,168,44,1
20.1590048292,20.1590048292,10.0.1.106,4000,car[0],10101,0.0010022604,0,0.000866919,170,169,44,1
20.2580034548,20.2580034548,10.0.1.106,4000,car[0],1318,0.0000011324,0,0.00122671,171,170,44,1
20.3590041572,20.3590041572,10.0.1.106,4000,car[0],9261,0.0010015884,0,0.000432923,172,171,44,1
20.46501673,20.46501673,10.0.1.106,4000,car[0],24347,0.0070141612,0,0.002697,173,172,44,1
20.5660145108,20.5660145108,10.0.1.106,4000,car[0],30579,0.008011942,0,0.00394795,174,173,44,1
20.6650191188,20.6650191188,10.0.1.106,4000,car[0],27207,0.00701655,0,0.00023658,175,174,44,1
20.7690093052,20.7690093052,10.0.1.106,4000,car[0],49484,0.0050067364,0,0.000610353,176,175,44,1
20.8580071436,20.8580071436,10.0.1.106,4000,car[0],5468,0.0000045748,0,0.000405867,177,176,44,1
20.9720091156,20.9720091156,10.0.1.106,4000,car[0],65527,0.0140065468,0,0.00227773,178,177,44,1
21.0650031068,21.0650031068,10.0.1.106,4000,car[0],13013,0.001000538,0,0.00382186,179,178,44,1
21.1590103604,21.1590103604,10.0.1.106,4000,car[0],19660,0.0010077916,0,0.00143843,180,179,44,1
21.260006014,21.260006014,10.0.1.106,4000,car[0],26319,0.0020034452,0,0.000407971,181,180,44,1
21.3590083924,21.3590083924,10.0.1.106,4000,car[0],17326,0.0010058236,0,0.00295557,182,181,44,1
21.4610058644,21.4610058644,10.0.1.106,4000,car[0],37972,0.0030032956,0,0.00114551,183,182,44,1
21.5600041964,21.5600041964,10.0.1.106,4000,car[0],24110,0.0020016276,0,0.000187071,184,183,44,1
21.663008298,21.663008298,10.0.1.106,4000,car[0],64568,0.0050057292,0,0.000325494,185,184,44,1
21.7610067668,21.7610067668,10.0.1.106,4000,car[0],39037,0.003004198,0,0.00189661,186,185,44,1
21.8680189908,21.8680189908,10.0.1.106,4000,car[0],65527,0.010016422,0,0.000174247,187,186,44,1
21.9580094268,21.9580094268,10.0.1.106,4000,car[0],8196,0.000006858,0,0.00460745,188,187,44,1
22.064005234,22.064005234,10.0.1.106,4000,car[0],3144,0.0000026652,0,0.000891395,189,188,44,1
