timestamp,ueAppAddress,ueAppPort,car,packet_size_to_send(B),payload_size_to_send(B),runNumber
3.259915655592,10.0.1.106,4000,car[0],65527,313,25
3.359695345152,10.0.1.106,4000,car[0],10532,313,25
3.459390695478,10.0.1.106,4000,car[0],28392,313,25
3.561622431275,10.0.1.106,4000,car[0],11266,313,25
3.664243753192,10.0.1.106,4000,car[0],62317,313,25
3.768239110416,10.0.1.106,4000,car[0],46135,313,25
3.862470923335,10.0.1.106,4000,car[0],46645,313,25
3.962496372529,10.0.1.106,4000,car[0],44498,313,25
4.059165218298,10.0.1.106,4000,car[0],32862,313,25
4.162164308759,10.0.1.106,4000,car[0],8212,313,25
4.274153569861,10.0.1.106,4000,car[0],65527,313,25
4.358809593988,10.0.1.106,4000,car[0],11415,313,25
4.466825952715,10.0.1.106,4000,car[0],21717,313,25
4.560280586867,10.0.1.106,4000,car[0],31182,313,25
4.66796853957,10.0.1.106,4000,car[0],32340,313,25
4.761721416486,10.0.1.106,4000,car[0],57965,313,25
4.860941055348,10.0.1.106,4000,car[0],63592,313,25
4.964631925916,10.0.1.106,4000,car[0],61676,313,25
5.062584093906,10.0.1.106,4000,car[0],65527,313,25
5.162813894855,10.0.1.106,4000,car[0],65527,313,25
5.259428680347,10.0.1.106,4000,car[0],22787,313,25
5.363741893773,10.0.1.106,4000,car[0],65527,313,25
5.463741742521,10.0.1.106,4000,car[0],3609,313,25
5.55802365973,10.0.1.106,4000,car[0],19315,313,25
5.659864466982,10.0.1.106,4000,car[0],31194,313,25
5.764428972673,10.0.1.106,4000,car[0],58945,313,25
5.862883766339,10.0.1.106,4000,car[0],65527,313,25
5.958339793335,10.0.1.106,4000,car[0],15233,313,25
6.063447550095,10.0.1.106,4000,car[0],34744,313,25
6.167884788522,10.0.1.106,4000,car[0],65527,313,25
6.262462338978,10.0.1.106,4000,car[0],30043,313,25
6.361610669217,10.0.1.106,4000,car[0],15721,313,25
6.46231647413,10.0.1.106,4000,car[0],50687,313,25
6.567154466583,10.0.1.106,4000,car[0],50948,313,25
6.658967010571,10.0.1.106,4000,car[0],12360,313,25
6.764539942075,10.0.1.106,4000,car[0],65527,313,25
6.861042447225,10.0.1.106,4000,car[0],50388,313,25
6.958693233939,10.0.1.106,4000,car[0],8636,313,25
7.061648461267,10.0.1.106,4000,car[0],9337,313,25
7.160538709301,10.0.1.106,4000,car[0],59163,313,25
7.262594923926,10.0.1.106,4000,car[0],65527,313,25
7.360838681784,10.0.1.106,4000,car[0],17971,313,25
7.464892366906,10.0.1.106,4000,car[0],7759,313,25
7.55812455636,10.0.1.106,4000,car[0],1858,313,25
7.660492813921,10.0.1.106,4000,car[0],45753,313,25
7.758323557415,10.0.1.106,4000,car[0],1127,313,25
7.865625388985,10.0.1.106,4000,car[0],4194,313,25
7.965877497781,10.0.1.106,4000,car[0],46117,313,25
8.062332716947,10.0.1.106,4000,car[0],65527,313,25
8.159771593642,10.0.1.106,4000,car[0],3396,313,25
8.26039779357,10.0.1.106,4000,car[0],5047,313,25
8.360382558164,10.0.1.106,4000,car[0],51742,313,25
8.459197724902,10.0.1.106,4000,car[0],10243,313,25
8.562499138432,10.0.1.106,4000,car[0],65527,313,25
8.659896483794,10.0.1.106,4000,car[0],35004,313,25
8.760120645749,10.0.1.106,4000,car[0],13835,313,25
8.862579393607,10.0.1.106,4000,car[0],65527,313,25
8.959259979783,10.0.1.106,4000,car[0],22519,313,25
9.061847206628,10.0.1.106,4000,car[0],43594,313,25
9.159400999916,10.0.1.106,4000,car[0],35970,313,25
9.263088030381,10.0.1.106,4000,car[0],65527,313,25
9.360720815384,10.0.1.106,4000,car[0],23294,313,25
9.46301217159,10.0.1.106,4000,car[0],26525,313,25
9.561256148958,10.0.1.106,4000,car[0],60567,313,25
9.662105724947,10.0.1.106,4000,car[0],19551,313,25
9.767753334389,10.0.1.106,4000,car[0],1912,313,25
9.858671045139,10.0.1.106,4000,car[0],255,313,25
9.960777620199,10.0.1.106,4000,car[0],22257,313,25
10.060752665535,10.0.1.106,4000,car[0],49166,313,25
10.158961821624,10.0.1.106,4000,car[0],2994,313,25
10.260252963269,10.0.1.106,4000,car[0],25313,313,25
10.360218031635,10.0.1.106,4000,car[0],6875,313,25
10.45994556093,10.0.1.106,4000,car[0],1191,313,25
10.558435882332,10.0.1.106,4000,car[0],13184,313,25
10.663398006876,10.0.1.106,4000,car[0],42393,313,25
10.760172612214,10.0.1.106,4000,car[0],16258,313,25
10.862363988502,10.0.1.106,4000,car[0],62947,313,25
10.963978115342,10.0.1.106,4000,car[0],2636,313,25
11.060321320759,10.0.1.106,4000,car[0],39682,313,25
11.161335203114,10.0.1.106,4000,car[0],62069,313,25
11.260219055912,10.0.1.106,4000,car[0],14736,313,25
11.358284422525,10.0.1.106,4000,car[0],6625,313,25
11.461065541918,10.0.1.106,4000,car[0],51858,313,25
11.559665034175,10.0.1.106,4000,car[0],32361,313,25
11.658848942976,10.0.1.106,4000,car[0],16480,313,25
11.768540587974,10.0.1.106,4000,car[0],65527,313,25
