timestamp,sinr,usedRB,sumSinr,runNumber
3.002,32.5682,50,1628.41,9
3.002,49.6306,50,2481.53,9
3.042,32.5682,50,1628.41,9
3.042,49.6306,50,2481.53,9
3.082,32.5682,50,1628.41,9
3.082,49.6306,50,2481.53,9
3.122,32.5682,50,1628.41,9
3.122,49.6306,50,2481.53,9
3.162,32.5682,50,1628.41,9
3.162,49.6306,50,2481.53,9
3.202,32.5682,50,1628.41,9
3.202,49.6306,50,2481.53,9
3.242,32.5682,50,1628.41,9
3.242,49.6306,50,2481.53,9
3.282,32.5682,50,1628.41,9
3.282,49.6306,50,2481.53,9
3.322,32.5682,50,1628.41,9
3.322,49.6306,50,2481.53,9
3.362,32.5682,50,1628.41,9
3.362,49.6306,50,2481.53,9
3.402,32.5682,50,1628.41,9
3.402,49.6306,50,2481.53,9
3.442,32.5682,50,1628.41,9
3.442,49.6306,50,2481.53,9
3.482,32.5682,50,1628.41,9
3.482,49.6306,50,2481.53,9
3.522,32.5682,50,1628.41,9
3.522,49.6306,50,2481.53,9
3.562,32.5682,50,1628.41,9
3.562,49.6306,50,2481.53,9
3.602,32.5682,50,1628.41,9
3.602,49.6306,50,2481.53,9
3.642,32.5682,50,1628.41,9
3.642,49.6306,50,2481.53,9
3.682,32.5682,50,1628.41,9
3.682,49.6306,50,2481.53,9
3.722,32.5682,50,1628.41,9
3.722,49.6306,50,2481.53,9
3.762,32.5682,50,1628.41,9
3.762,49.6306,50,2481.53,9
3.802,32.5682,50,1628.41,9
3.802,49.6306,50,2481.53,9
3.842,32.5682,50,1628.41,9
3.842,49.6306,50,2481.53,9
3.882,32.5682,50,1628.41,9
3.882,49.6306,50,2481.53,9
3.922,32.5682,50,1628.41,9
3.922,49.6306,50,2481.53,9
3.962,32.5682,50,1628.41,9
3.962,49.6306,50,2481.53,9
4.002,35.0077,50,1750.39,9
4.002,48.2693,50,2413.46,9
4.042,36.2972,50,1814.86,9
4.042,50.9482,50,2547.41,9
4.082,35.5147,50,1775.73,9
4.082,50.9482,50,2547.41,9
4.122,35.5147,50,1775.73,9
4.122,50.9482,50,2547.41,9
4.162,35.5147,50,1775.73,9
4.162,50.9482,50,2547.41,9
4.202,35.5147,50,1775.73,9
4.202,50.9482,50,2547.41,9
4.242,35.5147,50,1775.73,9
4.242,50.9482,50,2547.41,9
4.282,35.5147,50,1775.73,9
4.282,50.9482,50,2547.41,9
4.322,35.5147,50,1775.73,9
4.322,50.9482,50,2547.41,9
4.362,35.5147,50,1775.73,9
4.362,50.9482,50,2547.41,9
4.402,35.5147,50,1775.73,9
4.402,50.9482,50,2547.41,9
4.442,35.5147,50,1775.73,9
4.442,50.9482,50,2547.41,9
4.482,35.5147,50,1775.73,9
4.482,50.9482,50,2547.41,9
4.522,35.5147,50,1775.73,9
4.522,50.9482,50,2547.41,9
4.562,35.5147,50,1775.73,9
4.562,50.9482,50,2547.41,9
4.602,35.5147,50,1775.73,9
4.602,50.9482,50,2547.41,9
4.642,35.5147,50,1775.73,9
4.642,50.9482,50,2547.41,9
4.682,35.5147,50,1775.73,9
4.682,50.9482,50,2547.41,9
4.722,35.5147,50,1775.73,9
4.722,50.9482,50,2547.41,9
4.762,35.5147,50,1775.73,9
4.762,50.9482,50,2547.41,9
4.802,35.5147,50,1775.73,9
4.802,50.9482,50,2547.41,9
4.842,35.5147,50,1775.73,9
4.842,50.9482,50,2547.41,9
4.882,35.5147,50,1775.73,9
4.882,50.9482,50,2547.41,9
4.922,35.5147,50,1775.73,9
4.922,50.9482,50,2547.41,9
4.962,35.5147,50,1775.73,9
4.962,50.9482,50,2547.41,9
5.002,24.084,50,1204.2,9
5.002,49.3494,50,2467.47,9
5.042,24.3009,50,1215.04,9
5.042,50.3631,50,2518.16,9
5.082,23.9781,50,1198.91,9
5.082,50.3631,50,2518.16,9
5.122,23.9781,50,1198.91,9
5.122,50.3631,50,2518.16,9
5.162,23.9781,50,1198.91,9
5.162,50.3631,50,2518.16,9
5.202,23.9781,50,1198.91,9
5.202,50.3631,50,2518.16,9
5.242,23.9781,50,1198.91,9
5.242,50.3631,50,2518.16,9
5.282,23.9781,50,1198.91,9
5.282,50.3631,50,2518.16,9
5.322,23.9781,50,1198.91,9
5.322,50.3631,50,2518.16,9
5.362,23.9781,50,1198.91,9
5.362,50.3631,50,2518.16,9
5.402,23.9781,50,1198.91,9
5.402,50.3631,50,2518.16,9
5.442,23.9781,50,1198.91,9
5.442,50.3631,50,2518.16,9
5.482,23.9781,50,1198.91,9
5.482,50.3631,50,2518.16,9
5.522,23.9781,50,1198.91,9
5.522,50.3631,50,2518.16,9
5.562,23.9781,50,1198.91,9
5.562,50.3631,50,2518.16,9
5.602,23.9781,50,1198.91,9
5.602,50.3631,50,2518.16,9
5.642,23.9781,50,1198.91,9
5.642,50.3631,50,2518.16,9
5.682,23.9781,50,1198.91,9
5.682,50.3631,50,2518.16,9
5.722,23.9781,50,1198.91,9
5.722,50.3631,50,2518.16,9
5.762,23.9781,50,1198.91,9
5.762,50.3631,50,2518.16,9
5.802,23.9781,50,1198.91,9
5.802,50.3631,50,2518.16,9
5.842,23.9781,50,1198.91,9
5.842,50.3631,50,2518.16,9
5.882,23.9781,50,1198.91,9
5.882,50.3631,50,2518.16,9
5.922,23.9781,50,1198.91,9
5.922,50.3631,50,2518.16,9
5.962,23.9781,50,1198.91,9
5.962,50.3631,50,2518.16,9
6.002,38.2054,50,1910.27,9
6.002,43.3013,50,2165.06,9
6.042,37.7101,50,1885.51,9
6.042,44.9514,50,2247.57,9
6.082,37.9484,50,1897.42,9
6.082,44.9514,50,2247.57,9
6.122,37.9484,50,1897.42,9
6.122,44.9514,50,2247.57,9
6.162,37.9484,50,1897.42,9
6.162,44.9514,50,2247.57,9
6.202,37.9484,50,1897.42,9
6.202,44.9514,50,2247.57,9
6.242,37.9484,50,1897.42,9
6.242,44.9514,50,2247.57,9
6.282,37.9484,50,1897.42,9
6.282,44.9514,50,2247.57,9
6.322,37.9484,50,1897.42,9
6.322,44.9514,50,2247.57,9
6.362,37.9484,50,1897.42,9
6.362,44.9514,50,2247.57,9
6.402,37.9484,50,1897.42,9
6.402,44.9514,50,2247.57,9
6.442,37.9484,50,1897.42,9
6.442,44.9514,50,2247.57,9
6.482,37.9484,50,1897.42,9
6.482,44.9514,50,2247.57,9
6.522,37.9484,50,1897.42,9
6.522,44.9514,50,2247.57,9
6.562,37.9484,50,1897.42,9
6.562,44.9514,50,2247.57,9
6.602,37.9484,50,1897.42,9
6.602,44.9514,50,2247.57,9
6.642,37.9484,50,1897.42,9
6.642,44.9514,50,2247.57,9
6.682,37.9484,50,1897.42,9
6.682,44.9514,50,2247.57,9
6.722,37.9484,50,1897.42,9
6.722,44.9514,50,2247.57,9
6.762,37.9484,50,1897.42,9
6.762,44.9514,50,2247.57,9
6.802,37.9484,50,1897.42,9
6.802,44.9514,50,2247.57,9
6.842,37.9484,50,1897.42,9
6.842,44.9514,50,2247.57,9
6.882,37.9484,50,1897.42,9
6.882,44.9514,50,2247.57,9
6.922,37.9484,50,1897.42,9
6.922,44.9514,50,2247.57,9
6.962,37.9484,50,1897.42,9
6.962,44.9514,50,2247.57,9
7.002,34.5904,50,1729.52,9
7.002,45.8631,50,2293.15,9
7.042,34.2948,50,1714.74,9
7.042,47.0707,50,2353.54,9
7.082,34.9185,50,1745.92,9
7.082,47.0707,50,2353.54,9
7.122,34.9185,50,1745.92,9
7.122,47.0707,50,2353.54,9
7.162,34.9185,50,1745.92,9
7.162,47.0707,50,2353.54,9
7.202,34.9185,50,1745.92,9
7.202,47.0707,50,2353.54,9
7.242,34.9185,50,1745.92,9
7.242,47.0707,50,2353.54,9
7.282,34.9185,50,1745.92,9
7.282,47.0707,50,2353.54,9
7.322,34.9185,50,1745.92,9
7.322,47.0707,50,2353.54,9
7.362,34.9185,50,1745.92,9
7.362,47.0707,50,2353.54,9
7.402,34.9185,50,1745.92,9
7.402,47.0707,50,2353.54,9
7.442,34.9185,50,1745.92,9
7.442,47.0707,50,2353.54,9
7.482,34.9185,50,1745.92,9
7.482,47.0707,50,2353.54,9
7.522,34.9185,50,1745.92,9
7.522,47.0707,50,2353.54,9
7.562,34.9185,50,1745.92,9
7.562,47.0707,50,2353.54,9
7.602,34.9185,50,1745.92,9
7.602,47.0707,50,2353.54,9
7.642,34.9185,50,1745.92,9
7.642,47.0707,50,2353.54,9
7.682,34.9185,50,1745.92,9
7.682,47.0707,50,2353.54,9
7.722,34.9185,50,1745.92,9
7.722,47.0707,50,2353.54,9
7.762,34.9185,50,1745.92,9
7.762,47.0707,50,2353.54,9
7.802,34.9185,50,1745.92,9
7.802,47.0707,50,2353.54,9
7.842,34.9185,50,1745.92,9
7.842,47.0707,50,2353.54,9
7.882,34.9185,50,1745.92,9
7.882,47.0707,50,2353.54,9
7.922,34.9185,50,1745.92,9
7.922,47.0707,50,2353.54,9
7.962,34.9185,50,1745.92,9
7.962,47.0707,50,2353.54,9
8.002,29.3377,50,1466.89,9
8.002,52.7766,50,2638.83,9
8.042,30.8923,50,1544.61,9
8.042,53.5807,50,2679.03,9
8.082,30.2555,50,1512.77,9
8.082,53.5807,50,2679.03,9
8.122,30.2555,50,1512.77,9
8.122,53.5807,50,2679.03,9
8.162,30.2555,50,1512.77,9
8.162,53.5807,50,2679.03,9
8.202,30.2555,50,1512.77,9
8.202,53.5807,50,2679.03,9
8.242,30.2555,50,1512.77,9
8.242,53.5807,50,2679.03,9
8.282,30.2555,50,1512.77,9
8.282,53.5807,50,2679.03,9
8.322,30.2555,50,1512.77,9
8.322,53.5807,50,2679.03,9
8.362,30.2555,50,1512.77,9
8.362,53.5807,50,2679.03,9
8.402,30.2555,50,1512.77,9
8.402,53.5807,50,2679.03,9
8.442,30.2555,50,1512.77,9
8.442,53.5807,50,2679.03,9
8.482,30.2555,50,1512.77,9
8.482,53.5807,50,2679.03,9
8.522,30.2555,50,1512.77,9
8.522,53.5807,50,2679.03,9
8.562,30.2555,50,1512.77,9
8.562,53.5807,50,2679.03,9
8.602,30.2555,50,1512.77,9
8.602,53.5807,50,2679.03,9
8.642,30.2555,50,1512.77,9
8.642,53.5807,50,2679.03,9
8.682,30.2555,50,1512.77,9
8.682,53.5807,50,2679.03,9
8.722,30.2555,50,1512.77,9
8.722,53.5807,50,2679.03,9
8.762,30.2555,50,1512.77,9
8.762,53.5807,50,2679.03,9
8.802,30.2555,50,1512.77,9
8.802,53.5807,50,2679.03,9
8.842,30.2555,50,1512.77,9
8.842,53.5807,50,2679.03,9
8.882,30.2555,50,1512.77,9
8.882,53.5807,50,2679.03,9
8.922,30.2555,50,1512.77,9
8.922,53.5807,50,2679.03,9
8.962,30.2555,50,1512.77,9
8.962,53.5807,50,2679.03,9
9.002,11.2451,50,562.256,9
9.002,44.977,50,2248.85,9
9.042,10.8827,50,544.134,9
9.042,47.7351,50,2386.76,9
9.082,11.4736,50,573.681,9
9.082,47.7351,50,2386.76,9
9.122,11.4736,50,573.681,9
9.122,47.7351,50,2386.76,9
9.162,11.4736,50,573.681,9
9.162,47.7351,50,2386.76,9
9.202,11.4736,50,573.681,9
9.202,47.7351,50,2386.76,9
9.242,11.4736,50,573.681,9
9.242,47.7351,50,2386.76,9
9.282,11.4736,50,573.681,9
9.282,47.7351,50,2386.76,9
9.322,11.4736,50,573.681,9
9.322,47.7351,50,2386.76,9
9.362,11.4736,50,573.681,9
